species,article,months,views_total,views_mean_monthly
Sublegatus modestus,Southern scrub flycatcher,120,2492,20.77
Sublegatus obscurior,Amazonian scrub flycatcher,120,3309,27.57
Suiriri suiriri,Suiriri flycatcher,120,4748,39.57
Tachuris rubrigastra,Many-colored rush tyrant,120,16909,140.91
Taeniotriccus andrei,Black-chested tyrant,120,2278,18.98
Todirostrum chrysocrotaphum,Yellow-browed tody-flycatcher,120,2909,24.24
Todirostrum cinereum,Common tody-flycatcher,120,25669,213.91
Todirostrum maculatum,Spotted tody-flycatcher,120,3705,30.88
Todirostrum nigriceps,Black-headed tody-flycatcher,120,3675,30.62
Todirostrum pictum,Painted tody-flycatcher,120,2807,23.39
Todirostrum poliocephalum,Yellow-lored tody-flycatcher,120,3992,33.27
Todirostrum viridanum,Maracaibo tody-flycatcher,120,2356,19.63
Tolmomyias assimilis,Yellow-margined flatbill,120,3409,28.41
Tolmomyias flaviventris,Ochre-lored flatbill,79,2986,37.80
Tolmomyias flavotectus,Yellow-winged flatbill,35,958,27.37
Tolmomyias poliocephalus,Grey-crowned flatbill,120,4891,40.76
Tolmomyias sulphurescens,Yellow-olive flatbill,120,8351,69.59
Tolmomyias traylori,Orange-eyed flatbill,120,3492,29.10
Tolmomyias viridiceps,Olive-faced flatbill,79,1817,23.00
Tyrannopsis sulphurea,Sulphury flycatcher,120,5019,41.83
Tyrannulus elatus,Yellow-crowned tyrannulet,120,3988,33.23
Tyrannus albogularis,White-throated kingbird,120,8521,71.01
Tyrannus caudifasciatus,Loggerhead kingbird,120,19795,164.96
Tyrannus couchii,Couch's kingbird,120,31841,265.34
Tyrannus crassirostris,Thick-billed kingbird,120,16105,134.21
Tyrannus cubensis,Giant kingbird,120,13008,108.40
Tyrannus dominicensis,Gray kingbird,120,91363,761.36
Tyrannus forficatus,Scissor-tailed flycatcher,120,363232,3026.93
Tyrannus melancholicus,Tropical kingbird,120,101349,844.58
Tyrannus niveigularis,Snowy-throated kingbird,120,5579,46.49
Tyrannus savana,Fork-tailed flycatcher,120,103280,860.67
Tyrannus tyrannus,Eastern kingbird,120,365114,3042.62
Tyrannus verticalis,Western kingbird,120,181322,1511.02
Tyrannus vociferans,Cassin's kingbird,120,60546,504.55
Uromyias agilis,Agile tit-tyrant,120,11522,96.02
Uromyias agraphia,Unstreaked tit-tyrant,120,2999,24.99
Xenotriccus callizonus,Belted flycatcher,120,3885,32.38
Xenotriccus mexicanus,Pileated flycatcher,120,3206,26.72
Xolmis cinereus,Grey monjita,120,4808,40.07
Xolmis coronatus,Black-crowned monjita,120,3268,27.23
Xolmis dominicanus,Black-and-white monjita,120,5814,48.45
Xolmis irupero,White monjita,120,10940,91.17
Xolmis pyrope,Fire-eyed diucon,120,10797,89.97
Xolmis rubetra,Rusty-backed monjita,120,2719,22.66
Xolmis salinarum,Salinas monjita,120,3123,26.02
Xolmis velatus,White-rumped monjita,120,3805,31.71
Zimmerius acer,Guianan tyrannulet,120,4250,35.42
Zimmerius albigularis,Choco tyrannulet,120,2544,21.20
Zimmerius bolivianus,Bolivian tyrannulet,120,2167,18.06
Zimmerius chicomendesi,Chico's tyrannulet,111,4423,39.85
Zimmerius chrysops,Golden-faced tyrannulet,120,4629,38.58
Zimmerius cinereicapilla,Red-billed tyrannulet,120,3199,26.66
Zimmerius gracilipes,Slender-footed tyrannulet,120,2526,21.05
Zimmerius improbus,Spectacled tyrannulet,90,1643,18.26
Zimmerius parvus,Mistletoe tyrannulet,120,5168,43.07
Zimmerius petersi,Venezuelan tyrannulet,120,2260,18.83
Zimmerius vilissimus,Guatemalan tyrannulet,66,2868,43.45
Zimmerius villarejoi,Mishana tyrannulet,120,2908,24.23
Zimmerius viridiflavus,Peruvian tyrannulet,120,3117,25.98
Urocynchramus pylzowi,Przevalski's finch,120,8975,74.79
Artamella viridis,White-headed vanga,120,6627,55.23
Bias musicus,Black-and-white shrike-flycatcher,120,11251,93.76
Calicalicus madagascariensis,Red-tailed vanga,120,6648,55.40
Calicalicus rufocarpalis,Red-shouldered vanga,120,63003,525.02
Cyanolanius comorensis,Comoros blue vanga,37,1585,42.84
Cyanolanius madagascarinus,Madagascar blue vanga,35,3745,107.00
Euryceros prevostii,Helmet vanga,120,24978,208.15
Falculea palliata,Sickle-billed vanga,120,16574,138.12
Hemipus hirundinaceus,Black-winged flycatcher-shrike,120,10523,87.69
Hemipus picatus,Bar-winged flycatcher-shrike,120,19380,161.50
Hypositta corallirostris,Nuthatch vanga,120,7434,61.95
Leptopterus chabert,Chabert vanga,120,5223,43.52
Megabyas flammulatus,African shrike-flycatcher,120,9530,79.42
Mystacornis crossleyi,Crossley's vanga,120,3380,28.17
Newtonia amphichroa,Dark newtonia,120,3585,29.88
Newtonia archboldi,Archbold's newtonia,120,5380,44.83
Newtonia brunneicauda,Common newtonia,120,5519,45.99
Newtonia fanovanae,Red-tailed newtonia,120,4745,39.54
Oriolia bernieri,Bernier's vanga,120,5021,41.84
Philentoma pyrhoptera,Rufous-winged philentoma,120,6398,53.32
Philentoma velata,Maroon-breasted philentoma,120,5364,44.70
Prionops alberti,Yellow-crested helmetshrike,120,14195,118.29
Prionops caniceps,Red-billed helmetshrike,120,6160,51.33
Prionops gabela,Gabela helmetshrike,120,4806,40.05
Prionops plumatus,White-crested helmetshrike,120,29671,247.26
Prionops poliolophus,Grey-crested helmetshrike,120,6910,57.58
Prionops retzii,Retz's helmetshrike,120,10177,84.81
Prionops rufiventris,Rufous-bellied helmetshrike,120,4595,38.29
Prionops scopifrons,Chestnut-fronted helmetshrike,120,7008,58.40
Pseudobias wardi,Ward's vanga,0,0,
Schetba rufa,Rufous vanga,120,7738,64.48
Tephrodornis affinis,Sri Lanka woodshrike,120,6420,53.50
Tephrodornis pondicerianus,Common woodshrike,120,27396,228.30
Tephrodornis sylvicola,Malabar woodshrike,120,8312,69.27
Tephrodornis virgatus,Large woodshrike,120,15342,127.85
Tylas eduardi,Tylas vanga,120,4709,39.24
Vanga curvirostris,Hook-billed vanga,120,14343,119.53
Xenopirostris damii,Van Dam's vanga,120,6961,58.01
Xenopirostris polleni,Pollen's vanga,120,4848,40.40
Xenopirostris xenopirostris,Lafresnaye's vanga,120,5623,46.86
Anomalospiza imberbis,,0,,
Vidua camerunensis,Cameroon indigobird,120,6765,56.38
Vidua chalybeata,Village indigobird,120,36969,308.07
Vidua codringtoni,Zambezi indigobird,120,5863,48.86
Vidua fischeri,Straw-tailed whydah,120,8508,70.90
Vidua funerea,Dusky indigobird,120,9727,81.06
Vidua hypocherina,Steel-blue whydah,120,10032,83.60
Vidua interjecta,Exclamatory paradise whydah,120,11290,94.08
Vidua larvaticola,Barka indigobird,120,4537,37.81
Vidua macroura,Pin-tailed whydah,120,235460,1962.17
Vidua maryae,Jos Plateau indigobird,120,12718,105.98
Vidua nigeriae,Quailfinch indigobird,120,5890,49.08
Vidua obtusa,Broad-tailed paradise whydah,120,17667,147.22
Vidua orientalis,Sahel paradise whydah,120,7945,66.21
Vidua paradisaea,Long-tailed paradise whydah,120,48961,408.01
Vidua purpurascens,Purple indigobird,120,9500,79.17
Vidua raricola,Jambandu indigobird,120,5430,45.25
Vidua regia,Shaft-tailed whydah,120,12588,104.90
Vidua togoensis,Togo paradise whydah,120,5282,44.02
Vidua wilsoni,Wilson's indigobird,120,4498,37.48
Cyclarhis gujanensis,Rufous-browed peppershrike,120,19055,158.79
Cyclarhis nigrirostris,Black-billed peppershrike,120,4242,35.35
Erpornis zantholeuca,White-bellied erpornis,120,17548,146.23
Hylophilus amaurocephalus,Grey-eyed greenlet,120,3281,27.34
Hylophilus brunneiceps,Brown-headed greenlet,120,2681,22.34
Hylophilus flavipes,Scrub greenlet,120,7738,64.48
Hylophilus griseiventris,Lemon-chested greenlet,120,4022,33.52
Hylophilus insularis,,0,,
Hylophilus olivaceus,Olivaceous greenlet,120,2932,24.43
Hylophilus pectoralis,Ashy-headed greenlet,120,4876,40.63
Hylophilus poicilotis,Rufous-crowned greenlet,120,3458,28.82
Hylophilus semicinereus,Grey-chested greenlet,120,3165,26.38
Hylophilus thoracicus,Lemon-chested greenlet,120,4022,33.52
Hylophilus viridiflavus,,0,,
Pachysylvia aurantiifrons,Golden-fronted greenlet,120,3631,30.26
Pachysylvia decurtata,Lesser greenlet,120,9211,76.76
Pachysylvia hypochrysea,Golden vireo,120,5083,42.36
Pachysylvia hypoxantha,Dusky-capped greenlet,120,2760,23.00
Pachysylvia muscicapina,Buff-cheeked greenlet,120,2663,22.19
Pachysylvia semibrunnea,Rufous-naped greenlet,120,2625,21.88
Pteruthius aenobarbus,Trilling shrike-babbler,120,4694,39.12
Pteruthius aeralatus,White-browed shrike-babbler,120,8274,68.95
Pteruthius flaviscapis,Pied shrike-babbler,120,8294,69.12
Pteruthius melanotis,Black-eared shrike-babbler,120,7776,64.80
Pteruthius rufiventer,Black-headed shrike-babbler,120,8142,67.85
Pteruthius xanthochlorus,Green shrike-babbler,120,6925,57.71
Tunchiornis luteifrons,Guianan greenlet,2,85,42.50
Tunchiornis ochraceiceps,Ochre-crowned greenlet,2,237,118.50
Vireo altiloquus,Black-whiskered vireo,120,31237,260.31
Vireo atricapilla,Black-capped vireo,120,52940,441.17
Vireo bairdi,Cozumel vireo,120,13595,113.29
Vireo bellii,Bell's vireo,120,90851,757.09
Vireo brevipennis,Slaty vireo,120,3906,32.55
Vireo caribaeus,San Andres vireo,120,5198,43.32
Vireo carmioli,Yellow-winged vireo,120,4657,38.81
Vireo cassinii,Cassin's vireo,120,38756,322.97
Vireo chivi,Chivi vireo,120,8240,68.67
Vireo crassirostris,Thick-billed vireo,120,10868,90.57
Vireo flavifrons,Yellow-throated vireo,120,134705,1122.54
Vireo flavoviridis,Yellow-green vireo,120,29032,241.93
Vireo gilvus,Warbling vireo,120,189640,1580.33
Vireo gracilirostris,Noronha vireo,120,9089,75.74
Vireo griseus,White-eyed vireo,120,163636,1363.63
Vireo gundlachii,Cuban vireo,120,7468,62.23
Vireo huttoni,Hutton's vireo,120,40656,338.80
Vireo latimeri,Puerto Rican vireo,120,9906,82.55
Vireo leucophrys,Brown-capped vireo,120,6112,50.93
Vireo magister,Yucatan vireo,120,7145,59.54
Vireo masteri,Chocó vireo,120,5232,43.60
Vireo modestus,Jamaican vireo,120,4872,40.60
Vireo nanus,Flat-billed vireo,120,4185,34.88
Vireo nelsoni,Dwarf vireo,120,5708,47.57
Vireo olivaceus,Red-eyed vireo,120,376742,3139.52
Vireo osburni,Blue Mountain vireo,120,5398,44.98
Vireo pallens,Mangrove vireo,120,7520,62.67
Vireo philadelphicus,Philadelphia vireo,120,62446,520.38
Vireo plumbeus,Plumbeous vireo,120,28730,239.42
Vireo sclateri,Tepui vireo,120,2493,20.77
Vireo solitarius,Blue-headed vireo,120,130336,1086.13
Vireo vicinior,Gray vireo,120,20614,171.78
Vireolanius eximius,Yellow-browed shrike-vireo,120,3431,28.59
Vireolanius leucotis,Slaty-capped shrike-vireo,120,5049,42.08
Vireolanius melitophrys,Chestnut-sided shrike-vireo,120,5083,42.36
Vireolanius mikettae,,0,,
Vireolanius pulchellus,Green shrike-vireo,120,8022,66.85
Zeledonia coronata,,0,,
Apalopteron familiare,Bonin white-eye,120,29033,241.94
Cleptornis marchei,Golden white-eye,120,32742,272.85
Dasycrotapha plateni,Mindanao pygmy babbler,120,3640,30.33
Dasycrotapha pygmaea,Visayan pygmy babbler,120,3112,25.93
Dasycrotapha speciosa,Flame-templed babbler,120,10964,91.37
Heleia crassirostris,Thick-billed heleia,120,3698,30.82
Heleia dohertyi,Crested heleia,10,229,22.90
Heleia goodfellowi,Mindanao heleia,10,264,26.40
Heleia javanica,Javan heleia,10,330,33.00
Heleia muelleri,Timor heleia,10,165,16.50
Heleia pinaiae,Grey-hooded heleia,10,188,18.80
Heleia squamiceps,Sulawesi heleia,10,172,17.20
Heleia squamifrons,Pygmy heleia,10,288,28.80
Heleia superciliaris,Eyebrowed heleia,10,237,23.70
Heleia wallacei,Yellow-spectacled heleia,10,290,29.00
Megazosterops palauensis,Giant white-eye,120,3984,33.20
Rukia longirostra,Long-billed white-eye,120,6367,53.06
Rukia ruki,Teardrop white-eye,120,4206,35.05
Sterrhoptilus capitalis,Rusty-crowned babbler,120,3314,27.62
Sterrhoptilus dennistouni,Golden-crowned babbler,120,4837,40.31
Sterrhoptilus nigrocapitatus,Visayan babbler,54,1345,24.91
Tephrozosterops stalkeri,Rufescent darkeye,120,2297,19.14
Yuhina bakeri,White-naped yuhina,120,7288,60.73
Yuhina brunneiceps,Taiwan yuhina,120,21886,182.38
Yuhina castaniceps,Striated yuhina,120,6738,56.15
Yuhina diademata,White-collared yuhina,120,6125,51.04
Yuhina everetti,Chestnut-crested yuhina,120,6225,51.88
Yuhina flavicollis,Whiskered yuhina,120,13485,112.38
Yuhina gularis,Stripe-throated yuhina,120,8549,71.24
Yuhina humilis,Burmese yuhina,120,3904,32.53
Yuhina nigrimenta,Black-chinned yuhina,120,8745,72.88
Yuhina occipitalis,Rufous-vented yuhina,120,6249,52.08
Yuhina torqueola,Indochinese yuhina,120,4871,40.59
Zosterops abyssinicus,Abyssinian white-eye,120,10134,84.45
Zosterops albogularis,White-chested white-eye,120,19832,165.27
Zosterops anomalus,Black-ringed white-eye,120,4070,33.92
Zosterops atricapilla,Black-capped white-eye,120,6713,55.94
Zosterops atriceps,Cream-throated white-eye,120,3629,30.24
Zosterops atrifrons,Black-crowned white-eye,120,4302,35.85
Zosterops auriventer,Hume's white-eye,84,4664,55.52
Zosterops borbonicus,Réunion grey white-eye,120,7613,63.44
Zosterops brunneus,Fernando Po speirops,120,4551,37.92
Zosterops buruensis,Buru white-eye,120,3389,28.24
Zosterops ceylonensis,Sri Lanka white-eye,120,13809,115.08
Zosterops chloris,Lemon-bellied white-eye,120,7741,64.51
Zosterops chloronothos,Mauritius olive white-eye,120,17729,147.74
Zosterops chrysolaemus,Black-fronted white-eye,120,3197,26.64
Zosterops cinereus,Kosrae white-eye,117,3021,25.82
Zosterops citrinella,Ashy-bellied white-eye,120,5202,43.35
Zosterops consobrinorum,Pale-bellied white-eye,120,6163,51.36
Zosterops conspicillatus,Bridled white-eye,120,28274,235.62
Zosterops crookshanki,Capped white-eye,120,3783,31.52
Zosterops emiliae,Mountain blackeye,120,15095,125.79
Zosterops erythropleurus,Chestnut-flanked white-eye,120,11244,93.70
Zosterops eurycricotus,Broad-ringed white-eye,120,3549,29.57
Zosterops everetti,Everett's white-eye,120,6185,51.54
Zosterops explorator,Fiji white-eye,120,4874,40.62
Zosterops feae,São Tomé white-eye,120,3067,25.56
Zosterops ficedulinus,Príncipe white-eye,120,2998,24.98
Zosterops finschii,Dusky white-eye,120,3760,31.33
Zosterops flavifrons,Vanuatu white-eye,120,4008,33.40
Zosterops flavilateralis,Pale white-eye,120,3932,32.77
Zosterops flavus,Javan white-eye,120,10631,88.59
Zosterops fuscicapilla,Capped white-eye,120,3783,31.52
Zosterops gibbsi,Vanikoro white-eye,120,3882,32.35
Zosterops grayi,Kai Besar white-eye,16,395,24.69
Zosterops griseotinctus,Louisiade white-eye,120,2639,21.99
Zosterops griseovirescens,Annobón white-eye,120,6652,55.43
Zosterops hamlini,Bougainville white-eye,54,868,16.07
Zosterops hypolais,Plain white-eye,120,2882,24.02
Zosterops hypoxanthus,Bismarck white-eye,120,2949,24.57
Zosterops inornatus,Large Lifou white-eye,120,3976,33.13
Zosterops japonicus,Warbling white-eye,84,178894,2129.69
Zosterops kaffensis,Kafa white-eye,16,440,27.50
Zosterops kikuyuensis,Kikuyu white-eye,89,3934,44.20
Zosterops kirki,Kirk's white-eye,120,2806,23.38
Zosterops kuehni,Ambon white-eye,120,3613,30.11
Zosterops kulalensis,Kafa white-eye,16,440,27.50
Zosterops kulambangrae,Solomons white-eye,120,2975,24.79
Zosterops lacertosus,Sanford's white-eye,120,2784,23.20
Zosterops lateralis,,0,,
Zosterops leucophaeus,Príncipe speirops,120,3493,29.11
Zosterops lugubris,Black-capped speirops,120,4579,38.16
Zosterops luteirostris,Gizo white-eye,120,2890,24.08
Zosterops luteus,Canary white-eye,120,8425,70.21
Zosterops maderaspatanus,Malagasy white-eye,120,12303,102.53
Zosterops mauritianus,Mauritius grey white-eye,120,18189,151.57
Zosterops mayottensis,Mayotte white-eye,120,4481,37.34
Zosterops mbuluensis,Mbulu white-eye,84,3099,36.89
Zosterops meeki,Tagula white-eye,120,3316,27.63
Zosterops melanocephalus,Mount Cameroon speirops,120,4138,34.48
Zosterops melanurus,Sangkar white-eye,84,4452,53.00
Zosterops metcalfii,Yellow-throated white-eye,120,2595,21.62
Zosterops meyeni,Lowland white-eye,120,10150,84.58
Zosterops minor,Green-fronted white-eye,56,1175,20.98
Zosterops minutus,Small Lifou white-eye,120,3800,31.67
Zosterops modestus,Seychelles white-eye,120,9146,76.22
Zosterops mouroniensis,Karthala white-eye,120,4314,35.95
Zosterops murphyi,Kolombangara white-eye,120,2188,18.23
Zosterops mysorensis,Biak white-eye,120,2800,23.33
Zosterops natalis,Christmas white-eye,120,9330,77.75
Zosterops nehrkorni,Sangihe white-eye,120,4463,37.19
Zosterops nigrorum,Yellowish white-eye,120,5456,45.47
Zosterops novaeguineae,Papuan white-eye,120,2407,20.06
Zosterops oleagineus,Olive-colored white-eye,120,3043,25.36
Zosterops olivaceus,Réunion olive white-eye,120,5840,48.67
Zosterops pallidus,Orange River white-eye,120,7300,60.83
Zosterops palpebrosus,Indian white-eye,84,101280,1205.71
Zosterops poliogastrus,Ethiopian white-eye,59,932,15.80
Zosterops ponapensis,Grey-brown white-eye,120,2926,24.38
Zosterops rendovae,Makira white-eye,16,390,24.38
Zosterops rennellianus,Rennell white-eye,120,3183,26.52
Zosterops rotensis,Rota white-eye,120,10231,85.26
Zosterops samoensis,Samoan white-eye,120,5370,44.75
Zosterops sanctaecrucis,Santa Cruz white-eye,120,2723,22.69
Zosterops saypani,Bridled white-eye,120,28274,235.62
Zosterops semperi,Citrine white-eye,120,3288,27.40
Zosterops senegalensis,Northern yellow white-eye,84,9862,117.40
Zosterops silvanus,Taita white-eye,120,2340,19.50
Zosterops simplex,Swinhoe's white-eye,84,37046,441.02
Zosterops somadikartai,Togian white-eye,120,4491,37.42
Zosterops splendidus,Ranongga white-eye,120,2837,23.64
Zosterops stalkeri,Seram white-eye,120,2873,23.94
Zosterops stresemanni,Malaita white-eye,120,2418,20.15
Zosterops superciliosus,Bare-eyed white-eye,120,4027,33.56
Zosterops tenuirostris,Slender-billed white-eye,120,7893,65.78
Zosterops uropygialis,Kai Kecil white-eye,16,342,21.38
Zosterops vaughani,Pemba white-eye,120,4404,36.70
Zosterops vellalavella,Vella Lavella white-eye,120,2418,20.15
Zosterops virens,Cape white-eye,120,52268,435.57
Zosterops winifredae,South Pare white-eye,120,2493,20.77
Zosterops xanthochroa,Green-backed white-eye,120,13993,116.61
Zosterornis hypogrammicus,Palawan striped babbler,120,3382,28.18
Zosterornis latistriatus,Panay striped babbler,120,3426,28.55
Zosterornis nigrorum,Negros striped babbler,120,5192,43.27
Zosterornis striatus,Luzon striped babbler,120,3340,27.83
Zosterornis whiteheadi,Chestnut-faced babbler,120,4650,38.75
Agamia agami,Agami heron,120,66793,556.61
Ardea alba,Great egret,120,1691747,14097.89
Ardea brachyrhyncha,Yellow-billed egret,120,7188,59.90
Ardea cinerea,Grey heron,120,1506406,12553.38
Ardea cocoi,Cocoi heron,120,62315,519.29
Ardea goliath,Goliath heron,120,425436,3545.30
Ardea herodias,Great blue heron,120,2449410,20411.75
Ardea humbloti,Humblot's heron,120,22538,187.82
Ardea insignis,White-bellied heron,120,165045,1375.38
Ardea intermedia,Medium egret,25,18019,720.76
Ardea melanocephala,Black-headed heron,120,73476,612.30
Ardea occidentalis,,0,,
Ardea pacifica,White-necked heron,120,36167,301.39
Ardea plumifera,Plumed egret,119,6971,58.58
Ardea purpurea,Purple heron,120,283900,2365.83
Ardea sumatrana,Great-billed heron,120,38337,319.48
Ardeola bacchus,Chinese pond heron,120,56262,468.85
Ardeola grayii,Indian pond heron,120,180367,1503.06
Ardeola idae,Malagasy pond heron,120,23488,195.73
Ardeola ralloides,Squacco heron,120,118175,984.79
Ardeola rufiventris,Rufous-bellied heron,120,17163,143.03
Ardeola speciosa,Javan pond heron,120,34120,284.33
Botaurus lentiginosus,American bittern,120,381955,3182.96
Botaurus pinnatus,Pinnated bittern,120,25867,215.56
Botaurus poiciloptilus,Australasian bittern,120,62878,523.98
Botaurus stellaris,Eurasian bittern,120,268367,2236.39
Bubulcus ibis,Western cattle egret,120,142077,1183.97
Butorides striata,Striated heron,120,220933,1841.11
Calherodius leuconotus,White-backed night heron,120,24347,202.89
Cochlearius cochlearius,Boat-billed heron,120,112839,940.33
Egretta ardesiaca,Black heron,120,310259,2585.49
Egretta caerulea,Little blue heron,120,375094,3125.78
Egretta eulophotes,Chinese egret,120,80753,672.94
Egretta garzetta,Little egret,120,677972,5649.77
Egretta gularis,Western reef heron,120,118562,988.02
Egretta novaehollandiae,White-faced heron,120,136180,1134.83
Egretta picata,Pied heron,120,27461,228.84
Egretta rufescens,Reddish egret,120,200552,1671.27
Egretta sacra,Pacific reef heron,120,91872,765.60
Egretta thula,Snowy egret,120,562691,4689.09
Egretta tricolor,Tricolored heron,120,218666,1822.22
Egretta vinaceigula,Slaty egret,120,42360,353.00
