species,family,order,mass_g,range_km2,centroid_lat,migration
Aphelocephala leucopsis,Acanthizidae,Passeriformes,12.31,3741148.76,-29.43,1
Aphelocephala nigricincta,Acanthizidae,Passeriformes,10.4,1619312.31,-25.27,1
Aphelocephala pectoralis,Acanthizidae,Passeriformes,9,231089.7,-28.76,1
Calamanthus campestris,Acanthizidae,Passeriformes,13.91,1452514.49,-29.27,1
Calamanthus cautus,Acanthizidae,Passeriformes,15.21,971888.94,-33.03,1
Calamanthus fuliginosus,Acanthizidae,Passeriformes,20.81,197682.93,-38.96,1
Calamanthus montanellus,Acanthizidae,Passeriformes,14,420704.39,-31.72,1
Calamanthus pyrrhopygius,Acanthizidae,Passeriformes,16.8,767767.19,-34,1
Crateroscelis murina,Acanthizidae,Passeriformes,15,531992.39,-5.19,1
Crateroscelis nigrorufa,Acanthizidae,Passeriformes,15.9,105189.03,-5.46,1
Crateroscelis robusta,Acanthizidae,Passeriformes,18.6,164313.71,-5.15,1
Gerygone albofrontata,Acanthizidae,Passeriformes,10.26,790.01,-43.94,1
Gerygone chloronota,Acanthizidae,Passeriformes,6.6,1009439.84,-8.26,1
Gerygone chrysogaster,Acanthizidae,Passeriformes,8,557753.52,-5.28,1
Gerygone citrina,Acanthizidae,Passeriformes,6.3,835.03,-11.66,1
Gerygone dorsalis,Acanthizidae,Passeriformes,7.2,7004.78,-7.31,1
Gerygone flavolateralis,Acanthizidae,Passeriformes,6.3,28357.67,-19.42,1
Gerygone fusca,Acanthizidae,Passeriformes,5.4,2747581.75,-27.79,1
Gerygone hypoxantha,Acanthizidae,Passeriformes,7.2,2524.27,-0.94,1
Gerygone igata,Acanthizidae,Passeriformes,6.4,268886.76,-41.77,1
Gerygone inornata,Acanthizidae,Passeriformes,7.2,33197.31,-9.21,1
Gerygone levigaster,Acanthizidae,Passeriformes,6.2,342256.68,-17.91,1
Gerygone magnirostris,Acanthizidae,Passeriformes,6.8,1205051.15,-9.06,1
Gerygone modesta,Acanthizidae,Passeriformes,7.5,37.88,-29.03,1
Gerygone mouki,Acanthizidae,Passeriformes,5.2,387637.87,-28.47,1
Gerygone olivacea,Acanthizidae,Passeriformes,6.72,2358084.06,-22.92,1
Gerygone palpebrosa,Acanthizidae,Passeriformes,7.4,969224.38,-11.54,1
Gerygone ruficollis,Acanthizidae,Passeriformes,7,107780.49,-5.41,1
Gerygone sulphurea,Acanthizidae,Passeriformes,5.6,1733224.34,1.6,1
Gerygone tenebrosa,Acanthizidae,Passeriformes,7.68,39187.75,-21.21,1
Oreoscopus gutturalis,Acanthizidae,Passeriformes,20,102359.75,-17.83,1
Origma solitaria,Acanthizidae,Passeriformes,14.34,56963.22,-33.19,1
Pachycare flavogriseum,Acanthizidae,Passeriformes,16.2,171110.44,-5.36,1
Pycnoptilus floccosus,Acanthizidae,Passeriformes,28.9,244748.61,-35.35,1
Pyrrholaemus brunneus,Acanthizidae,Passeriformes,12.5,3285337.24,-27.58,1
Pyrrholaemus sagittatus,Acanthizidae,Passeriformes,13.29,1269134.5,-30.65,1
Sericornis arfakianus,Acanthizidae,Passeriformes,8.7,181310.74,-5.28,1
Sericornis beccarii,Acanthizidae,Passeriformes,11.88,246723.36,-7.29,1
Sericornis citreogularis,Acanthizidae,Passeriformes,17.6,169010.51,-28.74,1
Sericornis frontalis,Acanthizidae,Passeriformes,13.23,1682487.01,-31.43,1
Sericornis humilis,Acanthizidae,Passeriformes,18.25,41698.31,-41.89,1
Sericornis keri,Acanthizidae,Passeriformes,11.38,24710.75,-17.46,2
Sericornis magnirostra,Acanthizidae,Passeriformes,9.8,270681.41,-28.58,2
Sericornis nouhuysi,Acanthizidae,Passeriformes,17.1,132591.21,-4.93,1
Sericornis papuensis,Acanthizidae,Passeriformes,11.2,86586.53,-5.17,1
Sericornis perspicillatus,Acanthizidae,Passeriformes,9,122449.64,-5.26,1
Sericornis rufescens,Acanthizidae,Passeriformes,8.5,8367.91,-1.27,1
Sericornis spilodera,Acanthizidae,Passeriformes,11.7,283199.34,-5.23,1
Smicrornis brevirostris,Acanthizidae,Passeriformes,5.3,7230924.88,-25.7,1
Acrocephalus aequinoctialis,Acrocephalidae,Passeriformes,25,229.11,2.11,1
Acrocephalus agricola,Acrocephalidae,Passeriformes,9.6,6560153.7,46.5,3
Acrocephalus arundinaceus,Acrocephalidae,Passeriformes,30,9336953.31,49.39,3
Acrocephalus atyphus,Acrocephalidae,Passeriformes,30,611.16,-16.91,1
Acrocephalus australis,Acrocephalidae,Passeriformes,17.7,5363722.05,-21.31,3
Acrocephalus bistrigiceps,Acrocephalidae,Passeriformes,8.67,4170337.09,43.82,3
Acrocephalus brevipennis,Acrocephalidae,Passeriformes,16,1324.46,15.18,1
Acrocephalus caffer,Acrocephalidae,Passeriformes,43.8,266.98,-17.65,1
Acrocephalus concinens,Acrocephalidae,Passeriformes,8.3,2146677.25,33.61,2
Acrocephalus dumetorum,Acrocephalidae,Passeriformes,11.2,5747941.28,55.04,3
Acrocephalus familiaris,Acrocephalidae,Passeriformes,18.3,1.55,23.06,1
Acrocephalus gracilirostris,Acrocephalidae,Passeriformes,14.4,4809980,-13.82,1
Acrocephalus griseldis,Acrocephalidae,Passeriformes,16.7,105982.42,31.95,3
Acrocephalus hiwae,Acrocephalidae,Passeriformes,35.6,134.91,15.34,1
Acrocephalus kerearako,Acrocephalidae,Passeriformes,22.5,69.45,-21.34,1
Acrocephalus longirostris,Acrocephalidae,Passeriformes,43.8,134.38,-17.53,1
Acrocephalus melanopogon,Acrocephalidae,Passeriformes,10.9,2304218.81,42.27,3
Acrocephalus mendanae,Acrocephalidae,Passeriformes,36.3,593.47,-9.83,1
Acrocephalus newtoni,Acrocephalidae,Passeriformes,17,591120.51,-19.38,1
Acrocephalus orientalis,Acrocephalidae,Passeriformes,23.5,5305557.13,43.41,3
Acrocephalus orinus,Acrocephalidae,Passeriformes,24.2,15471.91,37.13,3
Acrocephalus paludicola,Acrocephalidae,Passeriformes,11.6,182586.45,52.09,3
Acrocephalus palustris,Acrocephalidae,Passeriformes,11.5,5996672.74,51.96,3
Acrocephalus percernis,Acrocephalidae,Passeriformes,31.2,478.41,-8.79,1
Acrocephalus rehsei,Acrocephalidae,Passeriformes,20.06,18.3,-0.53,1
Acrocephalus rimitarae,Acrocephalidae,Passeriformes,26.5,6.84,-22.65,1
Acrocephalus rodericanus,Acrocephalidae,Passeriformes,11.8,2.73,-19.7,1
Acrocephalus rufescens,Acrocephalidae,Passeriformes,22.72,1400095.07,1.16,1
Acrocephalus schoenobaenus,Acrocephalidae,Passeriformes,11.83,11967937.01,56.04,3
Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,12.3,15112845.4,25.94,3
Acrocephalus sechellensis,Acrocephalidae,Passeriformes,15.87,1.59,-4.27,1
Acrocephalus sorghophilus,Acrocephalidae,Passeriformes,8.2,NA,NA,3
Acrocephalus stentoreus,Acrocephalidae,Passeriformes,24.2,4179062.95,32.95,2
Acrocephalus syrinx,Acrocephalidae,Passeriformes,34,562.18,6.63,1
Acrocephalus taiti,Acrocephalidae,Passeriformes,24.25,44.55,-24.38,1
Acrocephalus tangorum,Acrocephalidae,Passeriformes,8,753054.77,49.24,3
Acrocephalus vaughani,Acrocephalidae,Passeriformes,24.37,4.8,-25.07,1
Arundinax aedon,Acrocephalidae,Passeriformes,22.4,6900163.32,50.11,3
Calamonastides bensoni,Acrocephalidae,Passeriformes,10.8,6049.52,-9.72,1
Calamonastides gracilirostris,Acrocephalidae,Passeriformes,10.8,69809.73,-1.07,1
Hippolais icterina,Acrocephalidae,Passeriformes,13.2,6330920.54,54.61,3
Hippolais languida,Acrocephalidae,Passeriformes,12,3093496.38,36.55,3
Hippolais olivetorum,Acrocephalidae,Passeriformes,17.5,285772.62,38.79,3
Hippolais polyglotta,Acrocephalidae,Passeriformes,11,1710837.05,41.86,3
Iduna caligata,Acrocephalidae,Passeriformes,8.9,5841802.63,54.46,3
Iduna natalensis,Acrocephalidae,Passeriformes,11.7,3742433.69,-8.74,1
Iduna opaca,Acrocephalidae,Passeriformes,9,515405.67,33.54,3
Iduna pallida,Acrocephalidae,Passeriformes,9,4793435.1,36.23,3
Iduna rama,Acrocephalidae,Passeriformes,9.3,3621478.6,40.31,3
Iduna similis,Acrocephalidae,Passeriformes,11.1,283650.62,-3.24,1
Nesillas brevicaudata,Acrocephalidae,Passeriformes,16.1,1031.43,-11.66,1
Nesillas lantzii,Acrocephalidae,Passeriformes,19.68,69721.5,-23.7,1
Nesillas mariae,Acrocephalidae,Passeriformes,16,209.4,-12.32,1
Nesillas typica,Acrocephalidae,Passeriformes,19.68,520534.89,-18.76,1
Aegithalos annamensis,Aegithalidae,Passeriformes,6.1,83193.97,13.9,1
Aegithalos bonvaloti,Aegithalidae,Passeriformes,7,147940.06,28.23,1
Aegithalos caudatus,Aegithalidae,Passeriformes,8.6,18247301.19,52.48,1
Aegithalos concinnus,Aegithalidae,Passeriformes,6.1,2797505.09,27.24,1
Aegithalos fuliginosus,Aegithalidae,Passeriformes,5.65,216742.87,31.85,1
Aegithalos glaucogularis,Aegithalidae,Passeriformes,8.6,1794376.61,33.83,1
Aegithalos iouschistos,Aegithalidae,Passeriformes,7,68201.14,28.11,1
Aegithalos iredalei,Aegithalidae,Passeriformes,6.1,286783.93,29.8,1
Aegithalos leucogenys,Aegithalidae,Passeriformes,6.7,171568.74,33.14,1
Aegithalos niveogularis,Aegithalidae,Passeriformes,7.8,180594.85,31.96,1
Leptopoecile elegans,Aegithalidae,Passeriformes,6.21,815155.61,33.97,1
Leptopoecile sophiae,Aegithalidae,Passeriformes,6.9,1295650.44,36.15,1
Psaltria exilis,Aegithalidae,Passeriformes,4,11281.75,-7.1,2
Psaltriparus minimus,Aegithalidae,Passeriformes,5.3,2692275.52,34.37,1
Aegithina lafresnayei,Aegithinidae,Passeriformes,11.96,1675913.71,15.28,1
Aegithina nigrolutea,Aegithinidae,Passeriformes,11.83,714297.74,24.1,1
Aegithina tiphia,Aegithinidae,Passeriformes,12,6356008.52,15.54,1
Aegithina viridissima,Aegithinidae,Passeriformes,13.4,1109607.12,1.02,1
Alaemon alaudipes,Alaudidae,Passeriformes,43.72,10471834.07,24.91,1
Alaemon hamertoni,Alaudidae,Passeriformes,43.7,160427.89,9.08,1
Alauda arvensis,Alaudidae,Passeriformes,37.31,26018285.25,53.41,2
Alauda gulgula,Alaudidae,Passeriformes,26.3,11895680.09,27.53,2
Alauda leucoptera,Alaudidae,Passeriformes,45.3,2978169.83,50.99,3
Alauda razae,Alaudidae,Passeriformes,21.9,1.92,16.62,1
Alaudala raytal,Alaudidae,Passeriformes,18.49,1260034.4,25.67,1
Alaudala rufescens,Alaudidae,Passeriformes,24.1,11413124.26,41.63,2
Alaudala somalica,Alaudidae,Passeriformes,24.1,203115.48,4.14,2
Ammomanes cinctura,Alaudidae,Passeriformes,18.13,7019361.88,26.75,2
Ammomanes deserti,Alaudidae,Passeriformes,23.8,11432995.72,25.61,2
Ammomanes phoenicura,Alaudidae,Passeriformes,25.6,1826048.11,20.84,2
Ammomanopsis grayi,Alaudidae,Passeriformes,21.41,184607.34,-21.53,1
Calandrella acutirostris,Alaudidae,Passeriformes,20.16,4184614.09,35.02,3
Calandrella blanfordi,Alaudidae,Passeriformes,23.7,241455.99,10.68,2
Calandrella brachydactyla,Alaudidae,Passeriformes,21.06,9578341.98,42.62,2
Calandrella cinerea,Alaudidae,Passeriformes,23.7,5733287.57,-17.89,2
Calandrella dukhunensis,Alaudidae,Passeriformes,21.06,3964724.62,40.75,2
Calandrella eremica,Alaudidae,Passeriformes,23.7,149763.86,13.09,2
Calendulauda africanoides,Alaudidae,Passeriformes,23.4,2078613.46,-22.01,1
Calendulauda albescens,Alaudidae,Passeriformes,30.4,283792.89,-31.92,1
Calendulauda alopex,Alaudidae,Passeriformes,24,781225.54,1.52,1
Calendulauda burra,Alaudidae,Passeriformes,37.37,72170.13,-30.08,1
Calendulauda erythrochlamys,Alaudidae,Passeriformes,28.06,70724.64,-25.98,1
Calendulauda poecilosterna,Alaudidae,Passeriformes,24.7,703693.95,1.38,1
Calendulauda sabota,Alaudidae,Passeriformes,24.7,2588939.44,-23.72,1
Certhilauda chuana,Alaudidae,Passeriformes,44.1,127491.6,-25.51,1
Certhilauda curvirostris,Alaudidae,Passeriformes,40.41,63461.48,-31.69,1
Certhilauda semitorquata,Alaudidae,Passeriformes,40.41,468995.29,-29.32,1
Certhilauda subcoronata,Alaudidae,Passeriformes,40.41,819069.7,-26.42,1
Chersomanes albofasciata,Alaudidae,Passeriformes,24.61,2153588.68,-24.26,1
Chersophilus duponti,Alaudidae,Passeriformes,39.4,288089.02,34.39,2
Eremalauda dunni,Alaudidae,Passeriformes,20.5,1825439.35,18.18,1
Eremalauda eremodites,Alaudidae,Passeriformes,20.5,740753.56,26.46,1
Eremophila alpestris,Alaudidae,Passeriformes,33.33,35118904.89,53.86,3
Eremophila bilopha,Alaudidae,Passeriformes,38.5,1422315.02,31.25,2
Eremopterix australis,Alaudidae,Passeriformes,14.2,642788.97,-28.53,3
Eremopterix griseus,Alaudidae,Passeriformes,16,2966642.7,22.06,2
Eremopterix hova,Alaudidae,Passeriformes,18.9,591120.51,-19.38,1
Eremopterix leucopareia,Alaudidae,Passeriformes,14.5,859362.7,-4.61,2
Eremopterix leucotis,Alaudidae,Passeriformes,16.4,7621320.47,0.99,2
Eremopterix nigriceps,Alaudidae,Passeriformes,13.85,7838188.48,18.68,2
Eremopterix signatus,Alaudidae,Passeriformes,15.7,970819.66,3.94,2
Eremopterix verticalis,Alaudidae,Passeriformes,17,3048289.88,-23.09,3
Galerida cristata,Alaudidae,Passeriformes,42.68,24389170.69,34.48,1
Galerida deva,Alaudidae,Passeriformes,19.89,832847.98,20.38,1
Galerida magnirostris,Alaudidae,Passeriformes,41.6,692806.52,-30.74,1
Galerida malabarica,Alaudidae,Passeriformes,38.17,213051.54,15.44,1
Galerida modesta,Alaudidae,Passeriformes,20.2,3249298.44,9.21,1
Galerida theklae,Alaudidae,Passeriformes,38.17,2270448.11,26.42,1
Heteromirafra archeri,Alaudidae,Passeriformes,30,121.01,8.55,1
Heteromirafra ruddi,Alaudidae,Passeriformes,26.6,21832.33,-27.15,1
Lullula arborea,Alaudidae,Passeriformes,26.9,7140559.13,47.75,2
Melanocorypha bimaculata,Alaudidae,Passeriformes,54.1,3368485.69,41.58,3
Melanocorypha calandra,Alaudidae,Passeriformes,61.6,5323937.62,41.54,2
Melanocorypha maxima,Alaudidae,Passeriformes,74.99,1042885.9,33.64,2
Melanocorypha mongolica,Alaudidae,Passeriformes,53.94,3449137.1,44.3,2
Melanocorypha yeltoniensis,Alaudidae,Passeriformes,59.93,2093596.82,50.74,2
Mirafra affinis,Alaudidae,Passeriformes,26.2,1030383.64,15.98,2
Mirafra africana,Alaudidae,Passeriformes,45.03,5074225.03,-13.63,2
Mirafra albicauda,Alaudidae,Passeriformes,22.2,516863.45,1.08,1
Mirafra angolensis,Alaudidae,Passeriformes,36.21,763784.63,-11.77,1
Mirafra apiata,Alaudidae,Passeriformes,26.87,258562.29,-31.89,1
Mirafra ashi,Alaudidae,Passeriformes,36.8,1696.19,2.23,1
Mirafra assamica,Alaudidae,Passeriformes,26.2,808359.62,26.01,1
Mirafra cheniana,Alaudidae,Passeriformes,29.15,258493.25,-28.15,1
Mirafra collaris,Alaudidae,Passeriformes,29.15,319160.76,3.51,1
Mirafra cordofanica,Alaudidae,Passeriformes,29.15,1714275.18,16.79,1
Mirafra erythrocephala,Alaudidae,Passeriformes,26.2,927241.91,15.19,1
Mirafra erythroptera,Alaudidae,Passeriformes,21.3,2147813.66,22.55,1
Mirafra fasciolata,Alaudidae,Passeriformes,30.6,1765891.86,-23.38,1
Mirafra gilletti,Alaudidae,Passeriformes,22.4,590017.04,7.3,1
Mirafra hypermetra,Alaudidae,Passeriformes,61.39,451245.37,0.81,1
Mirafra javanica,Alaudidae,Passeriformes,23,11569436.06,-2.45,1
Mirafra microptera,Alaudidae,Passeriformes,26.2,91215.72,21.54,1
Mirafra passerina,Alaudidae,Passeriformes,24.7,1870815.46,-20.97,1
Mirafra pulpa,Alaudidae,Passeriformes,21.9,42119.97,-0.02,3
Mirafra rufa,Alaudidae,Passeriformes,29.15,513902.1,13.49,1
Mirafra rufocinnamomea,Alaudidae,Passeriformes,26.29,9716191.66,-3.88,1
Mirafra sharpii,Alaudidae,Passeriformes,45.03,16130.84,9.93,2
Mirafra somalica,Alaudidae,Passeriformes,46.6,124461.29,6.99,1
Mirafra williamsi,Alaudidae,Passeriformes,29.15,30949.62,2.21,1
Pinarocorys erythropygia,Alaudidae,Passeriformes,30.1,3415913.26,9.28,1
Pinarocorys nigricans,Alaudidae,Passeriformes,38.11,1921432.84,-10.75,3
Ramphocoris clotbey,Alaudidae,Passeriformes,49.06,934337.78,30.73,2
Spizocorys conirostris,Alaudidae,Passeriformes,14.3,1128198.55,-25.05,1
Spizocorys fremantlii,Alaudidae,Passeriformes,23.39,566471.71,5.25,2
Spizocorys fringillaris,Alaudidae,Passeriformes,19.15,3270.79,-27.38,1
Spizocorys obbiensis,Alaudidae,Passeriformes,13.49,55209.01,4.23,1
Spizocorys personata,Alaudidae,Passeriformes,19.7,73283.54,4.53,1
Spizocorys sclateri,Alaudidae,Passeriformes,19,226405.69,-29.21,1
Spizocorys starki,Alaudidae,Passeriformes,18.5,735633.97,-24.42,2
Artamus cinereus,Artamidae,Passeriformes,35.6,7423572.8,-24.9,1
Artamus cyanopterus,Artamidae,Passeriformes,34.6,3897118.38,-29.53,1
Artamus fuscus,Artamidae,Passeriformes,39.8,4701116.55,19.83,1
Artamus insignis,Artamidae,Passeriformes,51.3,37843.11,-5.19,1
Artamus leucoryn,Artamidae,Passeriformes,41.69,7650935.5,-16.31,1
Artamus maximus,Artamidae,Passeriformes,58.2,248677.85,-5.25,1
Artamus mentalis,Artamidae,Passeriformes,41.9,17260.34,-17.44,1
Artamus minor,Artamidae,Passeriformes,16,6485166.89,-24.04,1
Artamus monachus,Artamidae,Passeriformes,51.3,182431.07,-2.06,1
Artamus personatus,Artamidae,Passeriformes,34.6,7500863.72,-25.72,1
Artamus superciliosus,Artamidae,Passeriformes,35.5,7162672.29,-25.72,3
Cracticus argenteus,Artamidae,Passeriformes,88.8,370561.32,-14.31,1
Cracticus cassicus,Artamidae,Passeriformes,142,554775.59,-5.41,1
Cracticus louisiadensis,Artamidae,Passeriformes,142,813.95,-11.51,1
Cracticus mentalis,Artamidae,Passeriformes,77,218872.78,-11.87,1
Cracticus nigrogularis,Artamidae,Passeriformes,128,6347951.06,-24.64,1
Cracticus torquatus,Artamidae,Passeriformes,82.88,6032491.25,-27.75,1
Gymnorhina tibicen,Artamidae,Passeriformes,284.87,6726971.95,-26.45,1
Melloria quoyi,Artamidae,Passeriformes,168,1145717.61,-8.69,1
Peltops blainvillii,Artamidae,Passeriformes,30,529218,-5.03,1
Peltops montanus,Artamidae,Passeriformes,31.6,324099.4,-5.24,1
Strepera fuliginosa,Artamidae,Passeriformes,375.46,68050.36,-41.94,1
Strepera graculina,Artamidae,Passeriformes,298.86,1580095.1,-27.98,1
Strepera versicolor,Artamidae,Passeriformes,395.47,2079178.27,-32.07,1
Atrichornis clamosus,Atrichornithidae,Passeriformes,42.15,163.91,-34.31,1
Atrichornis rufescens,Atrichornithidae,Passeriformes,24,17310.26,-29.91,1
Bernieria madagascariensis,Bernieridae,Passeriformes,25.33,445930.23,-18.39,1
Crossleyia tenebrosa,Bernieridae,Passeriformes,21.4,15950.29,-16.15,1
Crossleyia xanthophrys,Bernieridae,Passeriformes,19.9,22717.1,-18.2,1
Cryptosylvicola randrianasoloi,Bernieridae,Passeriformes,8.6,115073.28,-18.32,1
Hartertula flavoviridis,Bernieridae,Passeriformes,9.7,91538.64,-19.08,1
Oxylabes madagascariensis,Bernieridae,Passeriformes,23.3,172738.74,-18.58,1
Randia pseudozosterops,Bernieridae,Passeriformes,11,149492.81,-18.79,1
Thamnornis chloropetoides,Bernieridae,Passeriformes,14.3,69624.44,-22.8,1
Xanthomixis apperti,Bernieridae,Passeriformes,14.6,1495.63,-22.61,1
Xanthomixis cinereiceps,Bernieridae,Passeriformes,18.2,163803.27,-18.47,1
Xanthomixis zosterops,Bernieridae,Passeriformes,10.85,210073.52,-18.56,1
Bombycilla cedrorum,Bombycillidae,Passeriformes,31.58,7437954.14,47.88,3
Bombycilla garrulus,Bombycillidae,Passeriformes,54.41,12792145,61.26,3
Bombycilla japonica,Bombycillidae,Passeriformes,42.3,869392.31,52.34,2
Buphagus africanus,Buphagidae,Passeriformes,58.5,3672712.87,6.04,2
Buphagus erythrorynchus,Buphagidae,Passeriformes,50.74,2881050.23,-2.49,1
Calcarius lapponicus,Calcariidae,Passeriformes,27.84,8536158.76,68.82,3
Calcarius ornatus,Calcariidae,Passeriformes,20.3,799140.65,47.96,3
Calcarius pictus,Calcariidae,Passeriformes,26.66,711278.18,64.67,3
Plectrophenax hyperboreus,Calcariidae,Passeriformes,54.5,5375.35,63.11,3
Plectrophenax nivalis,Calcariidae,Passeriformes,42.2,6819849.23,69.82,3
Rhynchophanes mccownii,Calcariidae,Passeriformes,25.68,686197.76,47.28,3
Callaeas cinereus,Callaeidae,Passeriformes,225.37,NA,NA,1
Callaeas wilsoni,Callaeidae,Passeriformes,225.37,4406.46,-38.06,1
Philesturnus carunculatus,Callaeidae,Passeriformes,74.72,12.21,-46.72,1
Philesturnus rufusater,Callaeidae,Passeriformes,74.72,87.11,-37.54,1
Calyptomena hosii,Calyptomenidae,Passeriformes,92,185043.18,2.39,1
Calyptomena viridis,Calyptomenidae,Passeriformes,58.5,1457426.48,1.69,1
Calyptomena whiteheadi,Calyptomenidae,Passeriformes,156.09,95505.36,2.3,1
Smithornis capensis,Calyptomenidae,Passeriformes,23.2,3751914,-8.09,1
Smithornis rufolateralis,Calyptomenidae,Passeriformes,19.04,1880114.42,2.08,1
Smithornis sharpei,Calyptomenidae,Passeriformes,37.5,498936.69,0.67,1
Calyptophilus frugivorus,Calyptophilidae,Passeriformes,32.1,7294.34,18.79,1
Calyptophilus tertius,Calyptophilidae,Passeriformes,49.2,6314.23,18.28,1
Campephaga flava,Campephagidae,Passeriformes,32.3,5014249.34,-11.41,1
Campephaga petiti,Campephagidae,Passeriformes,31.34,508880.65,-0.86,1
Campephaga phoenicea,Campephagidae,Passeriformes,27.1,4733993.8,8.31,1
Campephaga quiscalina,Campephagidae,Passeriformes,34.5,1373914.13,-1.94,1
Campochaera sloetii,Campephagidae,Passeriformes,41,229861.84,-4.55,1
Ceblepyris caesius,Campephagidae,Passeriformes,47.29,905645.62,-7.94,1
Ceblepyris cinereus,Campephagidae,Passeriformes,47.2,415959.23,-19.51,1
Ceblepyris cucullatus,Campephagidae,Passeriformes,47.2,1245,-11.77,1
Ceblepyris graueri,Campephagidae,Passeriformes,47.2,31898.57,-0.48,1
Ceblepyris pectoralis,Campephagidae,Passeriformes,54.4,6110219.71,-4,1
Celebesica abbotti,Campephagidae,Passeriformes,67.96,28181.39,-1.95,1
Coracina atriceps,Campephagidae,Passeriformes,139,39084.46,-1.18,1
Coracina bicolor,Campephagidae,Passeriformes,101,142589.21,-2.13,1
Coracina boyeri,Campephagidae,Passeriformes,66.4,604477.42,-5.36,1
Coracina caeruleogrisea,Campephagidae,Passeriformes,138.17,404850.4,-5.12,1
Coracina caledonica,Campephagidae,Passeriformes,140,25323.8,-19.81,1
Coracina dobsoni,Campephagidae,Passeriformes,111,5202.93,12.3,1
Coracina fortis,Campephagidae,Passeriformes,138.2,8554.33,-3.42,1
Coracina javensis,Campephagidae,Passeriformes,94.5,3632403.85,20.34,1
Coracina larvata,Campephagidae,Passeriformes,94.5,524076.97,0.2,1
Coracina leucopygia,Campephagidae,Passeriformes,94.5,154181.01,-2.11,1
Coracina lineata,Campephagidae,Passeriformes,76.01,643371.3,-13.78,1
Coracina longicauda,Campephagidae,Passeriformes,101,135269.83,-5.56,1
Coracina macei,Campephagidae,Passeriformes,105,2249595.09,20.18,1
Coracina maxima,Campephagidae,Passeriformes,127,6390802.08,-26.11,1
Coracina novaehollandiae,Campephagidae,Passeriformes,118,7703886.1,-25.69,1
Coracina panayensis,Campephagidae,Passeriformes,111,28512.53,10.79,1
Coracina papuensis,Campephagidae,Passeriformes,63.45,4454361.88,-20.83,1
Coracina personata,Campephagidae,Passeriformes,94.5,84599.53,-8.87,1
Coracina schistacea,Campephagidae,Passeriformes,94.5,7293.2,-1.71,1
Coracina striata,Campephagidae,Passeriformes,111,1446124.69,2.61,1
Coracina temminckii,Campephagidae,Passeriformes,101,145760.19,-1.6,1
Coracina welchmani,Campephagidae,Passeriformes,135,23552.63,-7.69,1
Cyanograucalus azureus,Campephagidae,Passeriformes,46.1,1644557.76,2.64,1
Edolisoma anale,Campephagidae,Passeriformes,82.4,5155.81,-21.57,1
Edolisoma ceramense,Campephagidae,Passeriformes,47.9,28618.49,-3.12,1
Edolisoma coerulescens,Campephagidae,Passeriformes,62.84,84363.69,15.81,1
Edolisoma dispar,Campephagidae,Passeriformes,67.96,4846.92,-6.85,1
