species,attractiveness,n_sex_rows
Muscicapa ferruginea,6.5267,1
Muscicapa gambagae,5.0403,1
Muscicapa griseisticta,5.5002,1
Muscicapa muttui,5.4341,1
Muscicapa randi,4.1134,1
Muscicapa segregata,5.4231,1
Muscicapa sethsmithi,5.7536,1
Muscicapa sibirica,6.2108,1
Muscicapa striata,5.6926,1
Muscigralla brevicauda,4.8623,1
Muscipipra vetula,5.2802,1
Muscisaxicola albifrons,4.9890,1
Muscisaxicola albilora,5.2242,1
Muscisaxicola alpinus,4.9907,1
Muscisaxicola capistratus,5.6023,1
Muscisaxicola cinereus,5.5801,1
Muscisaxicola flavinucha,5.0896,1
Muscisaxicola fluviatilis,4.6840,1
Muscisaxicola frontalis,5.3860,1
Muscisaxicola griseus,5.0114,1
Muscisaxicola juninensis,5.5059,1
Muscisaxicola maclovianus,5.6785,1
Muscisaxicola maculirostris,5.1788,1
Musophaga rossae,7.1038,1
Musophaga violacea,7.0236,1
Myadestes coloratus,5.8881,1
Myadestes elisabeth,5.5030,1
Myadestes genibarbis,5.9798,1
Myadestes melanops,6.1074,1
Myadestes obscurus,5.0047,1
Myadestes occidentalis,5.6247,1
Myadestes palmeri,5.1421,1
Myadestes ralloides,5.3324,1
Myadestes townsendi,5.3663,1
Myadestes unicolor,5.3510,1
Mycerobas affinis,6.3091,2
Mycerobas carnipes,6.0178,2
Mycerobas icterioides,5.6668,2
Mycerobas melanozanthos,5.8170,2
Mycteria americana,5.1869,1
Mycteria cinerea,5.6053,1
Mycteria ibis,5.4104,1
Mycteria leucocephala,5.9772,1
Myiagra albiventris,5.4524,1
Myiagra alecto,6.4966,2
Myiagra atra,6.1600,1
Myiagra azureocapilla,6.8818,1
Myiagra caledonica,6.5433,1
Myiagra castaneigularis,6.3146,1
Myiagra cervinicauda,5.7472,1
Myiagra cyanoleuca,6.0271,1
Myiagra erythrops,6.5977,1
Myiagra ferrocyanea,6.3414,1
Myiagra galeata,5.8936,1
Myiagra inquieta,6.1711,2
Myiagra nana,5.8124,1
Myiagra oceanica,5.7393,1
Myiagra pluto,6.3012,1
Myiagra rubecula,6.0407,1
Myiagra ruficollis,6.7636,1
Myiagra vanikorensis,6.8058,1
Myiarchus antillarum,4.8595,1
Myiarchus apicalis,5.7528,1
Myiarchus barbirostris,5.4918,1
Myiarchus cephalotes,6.2074,1
Myiarchus cinerascens,5.2738,1
Myiarchus crinitus,6.1722,1
Myiarchus ferox,5.2018,1
Myiarchus magnirostris,5.9613,1
Myiarchus nugator,5.8480,1
Myiarchus nuttingi,5.5051,1
Myiarchus oberi,5.3638,1
Myiarchus panamensis,5.3998,1
Myiarchus phaeocephalus,5.6285,1
Myiarchus sagrae,5.6011,1
Myiarchus semirufus,5.6978,1
Myiarchus stolidus,5.6490,1
Myiarchus swainsoni,5.3380,1
Myiarchus tuberculifer,5.9148,1
Myiarchus tyrannulus,5.7494,1
Myiarchus validus,5.2805,1
Myiarchus venezuelensis,5.0246,1
Myiarchus yucatanensis,5.4069,1
Myiobius atricaudus,6.1264,1
Myiobius barbatus,5.3731,1
Myiobius sulphureipygius,6.2013,1
Myiobius villosus,5.6800,1
Myioborus albifrons,6.1799,1
Myioborus brunniceps,6.8349,1
Myioborus castaneocapilla,7.2221,1
Myioborus flavivertex,6.5407,1
Myioborus melanocephalus,6.8183,1
Myioborus miniatus,6.9078,1
Myioborus pariae,5.8837,1
Myioborus pictus,6.6075,1
Myioborus torquatus,7.3249,1
Myiodynastes bairdii,5.6143,1
Myiodynastes luteiventris,5.5152,1
Myiomela diana,6.4748,1
Myiopagis cotta,5.1343,1
Myiopagis flavivertex,4.9267,1
Myiopagis gaimardii,5.3529,1
Myiopagis olallai,5.8188,1
Myiopagis subplacens,5.4038,1
Myiopagis viridicata,5.8534,1
Myiophobus cryptoxanthus,5.6098,1
Myiophobus flavicans,6.2993,1
Myiophobus inornatus,5.3225,1
Myiophobus phoenicomitra,5.7819,1
Myiophobus roraimae,5.1164,1
Myiornis albiventris,5.8417,1
Myiornis atricapillus,6.2551,1
Myiornis auricularis,6.4456,1
Myiornis ecaudatus,6.7562,1
Myiotheretes fumigatus,4.9034,1
Myiotheretes fuscorufus,5.5315,1
Myiotheretes pernix,5.3134,1
Myiotheretes striaticollis,5.8193,1
Myiothlypis basilica,6.5397,1
Myiothlypis cinereicollis,5.4454,1
Myiothlypis conspicillata,6.0132,1
Myiothlypis coronata,6.3413,1
Myiothlypis flaveola,6.5725,1
Myiothlypis fraseri,6.5238,1
Myiothlypis fulvicauda,5.6094,1
Myiothlypis leucoblephara,6.0776,1
Myiothlypis leucophrys,5.7856,1
Myiothlypis nigrocristata,6.8190,1
Myiothlypis signata,6.2329,1
Myiozetetes cayanensis,6.2786,1
Myiozetetes granadensis,5.8754,1
Myiozetetes luteiventris,5.6691,1
Myiozetetes similis,5.9187,1
Myophonus blighi,5.3905,2
Myophonus borneensis,6.3181,1
Myophonus caeruleus,6.1495,1
Myophonus castaneus,5.8902,2
Myophonus glaucinus,6.2945,1
Myophonus horsfieldii,6.6327,1
Myophonus insularis,6.5553,1
Myophonus melanurus,6.7171,1
Myophonus robinsoni,5.9223,1
Myornis senilis,5.3683,1
Myrmeciza longipes,5.8190,1
Myrmecocichla aethiops,5.0445,1
Myrmecocichla formicivora,5.6947,1
Myrmecocichla melaena,5.6493,1
Myrmecocichla monticola,6.0608,1
Myrmecocichla nigra,6.4141,1
Myrmecocichla tholloni,5.4043,1
Myrmelastes brunneiceps,4.3370,1
Myrmelastes caurensis,5.7039,2
Myrmelastes humaythae,5.3877,1
Myrmelastes hyperythrus,5.6102,2
Myrmelastes leucostigma,5.3984,1
Myrmelastes rufifacies,4.7585,1
Myrmelastes saturatus,5.6972,1
Myrmelastes schistaceus,4.9164,2
Myrmia micrura,5.9614,1
Myrmoborus leucophrys,6.1604,1
Myrmoborus lophotes,6.1022,1
Myrmoborus lugubris,5.5912,2
Myrmoborus melanurus,5.7183,1
Myrmoborus myotherinus,5.8660,1
Myrmochanes hemileucus,6.0234,2
Myrmoderus eowilsoni,5.6194,1
Myrmoderus ferrugineus,6.4775,1
Myrmoderus loricatus,5.8661,1
Myrmoderus ruficauda,5.4089,2
Myrmoderus squamosus,5.8007,1
Myrmophylax atrothorax,4.9381,1
Myrmorchilus strigilatus,5.6275,2
Myrmothera simplex,5.5198,1
Myrmotherula ambigua,4.7640,1
Myrmotherula assimilis,5.1022,1
Myrmotherula behni,5.1857,1
Myrmotherula brachyura,5.9636,2
Myrmotherula cherriei,5.4337,2
Myrmotherula grisea,4.7127,1
Myrmotherula ignota,5.5609,2
Myrmotherula iheringi,6.3728,1
Myrmotherula klagesi,5.6710,1
Myrmotherula longicauda,5.4857,1
Myrmotherula longipennis,5.5310,1
Myrmotherula menetriesii,5.4228,2
Myrmotherula minor,5.1032,2
Myrmotherula multostriata,5.9104,2
Myrmotherula pacifica,5.8813,1
Myrmotherula schisticolor,5.0521,1
Myrmotherula sclateri,6.1511,1
Myrmotherula snowi,5.1277,1
Myrmotherula sunensis,4.4860,1
Myrmotherula surinamensis,5.8125,1
Myrmotherula unicolor,5.2607,1
Myrmotherula urosticta,5.1665,1
Myrtis fanny,6.9816,2
Mystacornis crossleyi,5.9135,1
Myza celebensis,5.1497,1
Myza sarasinorum,5.4438,1
Myzomela adolphinae,6.1242,1
Myzomela albigula,4.6744,1
Myzomela blasii,4.8260,1
Myzomela boiei,6.2014,1
Myzomela caledonica,5.3620,1
Myzomela cineracea,5.0271,1
Myzomela eichhorni,5.4657,1
Myzomela eques,4.8378,1
Myzomela erythrocephala,5.6358,1
Myzomela erythromelas,4.7904,1
Myzomela irianawidodoae,5.6557,1
Myzomela jugularis,5.9730,1
Myzomela kuehni,5.2847,1
Myzomela lafargei,5.1196,1
Myzomela malaitae,5.7830,1
Myzomela melanocephala,4.8747,1
Myzomela nigrita,5.2756,1
Myzomela pammelaena,5.2907,1
Myzomela pulchella,5.2190,1
Myzomela rubratra,6.1066,1
Myzomela sanguinolenta,6.3920,1
Myzomela sclateri,5.3734,1
Myzomela tristrami,5.4243,1
Myzomela vulnerata,5.3326,1
Myzomela wakoloensis,6.0565,1
Myzornis pyrrhoura,6.4345,1
Nannopsittaca dachilleae,5.9233,1
Nannopsittaca panychlora,4.7083,1
Nannopterum auritus,5.2169,1
Nannopterum brasilianus,5.0418,1
Nannopterum harrisi,5.0990,1
Napothera epilepidota,5.0443,1
Nasica longirostris,5.4004,1
Neafrapus boehmi,5.3340,1
Neafrapus cassini,4.7736,1
Necrosyrtes monachus,6.0614,1
Nectarinia bocagii,5.3610,1
Nectarinia famosa,7.1517,1
Nectarinia johnstoni,7.0215,1
Nectarinia kilimensis,6.6938,1
Nectarinia purpureiventris,6.3197,1
Nectarinia tacazze,6.2304,1
Nemosia pileata,5.5966,2
Nemosia rourei,6.5142,1
Neochen jubata,5.3903,1
Neochmia modesta,5.7092,1
Neochmia ruficauda,6.0147,1
Neochmia temporalis,7.0624,1
Neocichla gutturalis,4.8370,1
Neocossyphus poensis,5.1794,1
Neocossyphus rufus,6.1999,1
Neocrex erythrops,6.0108,1
Neoctantes niger,5.4520,2
Neodrepanis coruscans,6.3412,1
Neodrepanis hypoxantha,6.5834,2
Neolalage banksiana,6.3639,1
Neolestes torquatus,6.1631,1
Neomixis tenella,5.9027,1
Neomixis viridis,4.9281,1
Neomorphus pucheranii,4.4520,1
Neomorphus radiolosus,5.5842,1
Neomorphus rufipennis,5.4513,1
Neopelma aurifrons,5.2077,1
Neopelma chrysocephalum,5.4666,1
Neopelma chrysolophum,5.8858,1
Neopelma pallescens,5.0217,1
Neopelma sulphureiventer,5.2025,1
Neophedina cincta,5.9907,1
Neophema chrysogaster,7.1907,1
Neophema chrysostoma,6.8435,1
Neophema elegans,7.4216,1
Neophema petrophila,6.7439,1
Neophema pulchella,7.8142,1
Neophema splendida,7.1159,1
Neophron percnopterus,5.7484,1
Neopipo cinnamomea,5.6466,1
Neopsephotus bourkii,6.3951,1
Neopsittacus musschenbroekii,6.8330,1
Neopsittacus pullicauda,7.1544,1
Neosuthora davidiana,6.0706,1
Neothraupis fasciata,5.4123,1
Neotis denhami,6.3380,1
Neotis heuglinii,5.4501,2
Neotis ludwigii,5.3143,1
Neoxolmis rufiventris,5.9249,1
Nephelomyias lintoni,6.1322,1
Nephelomyias ochraceiventris,6.6320,1
Nephelomyias pulcher,5.6641,1
Nephelornis oneilli,5.7283,1
Nesasio solomonensis,6.5000,1
Nesillas brevicaudata,4.6586,1
Nesillas lantzii,5.0572,1
Nesillas mariae,4.7629,1
Nesocharis ansorgei,5.6946,1
Nesocharis capistrata,5.2911,1
Nesocharis shelleyi,6.4479,1
Nesoctites micromegas,5.1926,2
Nesoenas mayeri,5.4302,1
Nesoenas picturatus,5.4841,1
Nesofregetta fuliginosa,5.7053,1
Nesophlox evelynae,6.9603,1
Nesophlox lyrura,6.7248,1
Nesopsar nigerrimus,5.9699,1
Nesoptilotis flavicollis,6.0413,1
Nesoptilotis leucotis,6.0301,1
Nesospingus speculiferus,5.2814,1
Nesospiza acunhae,5.4183,1
Nesospiza questi,5.3648,1
Nesospiza wilkinsi,5.2324,1
Nesotriccus ridgwayi,5.3777,1
Nestor meridionalis,6.6496,1
Nestor notabilis,6.8310,1
Netta erythrophthalma,4.9235,1
Netta peposaca,5.7246,2
Netta rufina,5.9544,1
Nettapus auritus,5.9289,1
Nettapus coromandelianus,5.7371,2
Nettapus pulchellus,6.0652,1
Newtonia amphichroa,5.1594,1
Newtonia archboldi,5.2521,1
Newtonia brunneicauda,5.0694,1
Newtonia fanovanae,5.5223,1
Nicator chloris,5.4132,1
Nicator gularis,5.7479,1
Nicator vireo,5.3004,1
Nicopsitta calthrapae,6.6599,1
Nicopsitta columboides,7.0950,1
Nigrita bicolor,5.9545,1
Nigrita canicapillus,6.1583,1
Nigrita fusconotus,6.2035,1
Nigrita luteifrons,5.8819,2
Nilaus afer,6.9790,1
Niltava davidi,6.8626,1
Niltava grandis,7.1156,1
Niltava macgrigoriae,7.6198,1
Niltava sumatrana,6.1506,1
Niltava sundara,6.6670,2
Ninox affinis,6.6506,1
Ninox burhani,6.3925,1
Ninox connivens,6.4470,1
Ninox forbesi,6.8283,1
Ninox hypogramma,5.4610,1
Ninox ios,6.2555,1
Ninox japonica,7.2487,1
Ninox leventisi,6.4798,1
Ninox meeki,6.0842,1
Ninox mindorensis,6.0699,1
Ninox natalis,7.0586,1
Ninox obscura,6.5670,1
Ninox ochracea,6.5242,1
Ninox odiosa,6.7696,1
Ninox philippensis,6.5957,1
Ninox punctulata,7.0588,1
Ninox randi,5.4517,1
Ninox rudolfi,6.4534,1
Ninox rufa,6.7468,1
Ninox rumseyi,6.5587,1
Ninox scutulata,6.6909,1
Ninox spilocephala,5.9764,1
Ninox spilonotus,6.1039,1
Ninox squamipila,6.4910,1
Ninox strenua,6.6994,2
Ninox sumbaensis,6.5015,1
Ninox theomacha,6.7583,1
Ninox variegata,5.6829,1
Nipponia nippon,6.0703,1
Nisaetus alboniger,6.7707,1
Nisaetus bartelsi,5.7845,1
Nisaetus cirrhatus,6.2598,1
Nisaetus floris,5.9820,1
Nisaetus lanceolatus,6.6727,1
Nisaetus nanus,6.3387,1
Nisaetus philippensis,5.8772,1
Nisaetus pinskeri,5.7700,1
Nok hualon,4.8065,1
Nomonyx dominicus,5.7331,2
Nonnula amaurocephala,6.2426,1
Nonnula brunnea,5.6577,1
Nonnula frontalis,5.9810,1
Nonnula rubecula,5.3099,1
Nonnula ruficapilla,6.3112,1
Nonnula sclateri,5.4982,1
Notharchus hyperrhynchus,5.5881,1
Notharchus macrorhynchos,5.9263,1
Notharchus ordii,6.1067,1
Notharchus pectoralis,6.4426,1
Notharchus swainsoni,5.8365,1
Nothocercus bonapartei,4.7721,1
Nothocercus julius,5.1362,1
Nothocercus nigrocapillus,4.6419,1
Nothocrax urumutum,5.4596,1
Nothoprocta cinerascens,5.3057,1
Nothoprocta curvirostris,4.8664,1
Nothoprocta ornata,4.4639,1
Nothoprocta pentlandii,4.8495,1
Nothoprocta perdicaria,4.8920,1
Nothoprocta taczanowskii,4.3770,1
Nothura boraquira,5.4693,1
Nothura darwinii,5.0767,1
Nothura maculosa,4.7772,1
Nothura minor,4.6182,1
Notiomystis cincta,5.8617,1
Notopholia corusca,5.9922,1
Nucifraga columbiana,5.4531,1
Nucifraga multipunctata,5.5878,1
Numenius americanus,6.1669,1
Numenius arquata,5.4912,1
Numenius madagascariensis,5.4656,1
Numenius minutus,6.0012,1
Numenius phaeopus,5.5425,1
Numenius tahitiensis,5.4980,1
Numenius tenuirostris,4.3250,1
Numida meleagris,5.2862,1
Nyctanassa violacea,5.6249,1
Nyctibius aethereus,5.3465,1
Nyctibius grandis,5.5858,1
Nyctibius griseus,5.6424,2
Nyctibius jamaicensis,5.5929,1
Nyctibius leucopterus,5.6551,1
Nyctibius maculosus,5.8727,1
Nycticorax caledonicus,5.3080,1
Nycticorax nycticorax,5.8578,1
Nycticryphes semicollaris,6.3811,1
Nyctidromus albicollis,5.6690,1
Nyctidromus anthonyi,5.4414,1
Nyctiphrynus mcleodii,4.7510,1
Nyctiphrynus ocellatus,5.3533,1
Nyctiphrynus rosenbergi,5.6358,1
Nyctiphrynus yucatanicus,4.8696,1
Nyctipolus hirundinaceus,6.0795,1
Nyctipolus nigrescens,5.8410,1
Nyctiprogne leucopyga,5.9453,1
Nyctiprogne vielliardi,5.4468,1
Nyctyornis amictus,6.9630,1
Nyctyornis athertoni,7.3690,1
Nymphicus hollandicus,6.4705,1
Nystactes noanamae,5.9776,1
Nystactes tamatia,6.6796,1
Nystalus chacuru,5.8379,1
Nystalus maculatus,6.1097,1
Nystalus radiatus,5.4524,1
Oceanites gracilis,5.5228,1
Oceanites oceanicus,5.3262,1
Oceanites pincoyae,5.7041,1
Ochetorhynchus andaecola,5.1300,1
Ochetorhynchus melanurus,5.9417,1
Ochetorhynchus phoenicurus,5.2225,1
Ochetorhynchus ruficaudus,4.8384,1
Ochthoeca leucophrys,5.6805,1
Ochthoeca oenanthoides,6.0794,1
Ochthoeca piurae,5.6094,1
Ochthoeca rufipectoralis,6.0567,1
Ochthoeca salvini,6.7486,1
Ochthornis littoralis,5.1636,1
Ocreatus underwoodii,7.4260,1
Ocyceros birostris,6.1445,1
Ocyceros gingalensis,5.4750,1
Ocyceros griseus,5.4438,1
Ocyphaps lophotes,5.8920,1
Odontophorus atrifrons,5.6016,1
Odontophorus balliviani,5.9082,1
Odontophorus capueira,6.3260,1
Odontophorus columbianus,5.2051,1
Odontophorus dialeucos,4.5388,1
Odontophorus erythrops,6.2122,1
Odontophorus gujanensis,5.6362,1
Odontophorus guttatus,5.6747,1
Odontophorus hyperythrus,5.5640,2
Odontophorus leucolaemus,4.6321,1
Odontophorus melanonotus,5.2347,1
Odontophorus melanotis,5.4863,1
Odontophorus speciosus,4.9922,1
Odontophorus stellatus,5.1507,1
Odontophorus strophium,5.2350,1
Odontorchilus branickii,5.5603,1
Odontorchilus cinereus,4.9077,1
Odontospiza griseicapilla,6.2827,1
Oedistoma iliolophus,5.1867,1
Oedistoma pygmaeum,5.4976,1
Oena capensis,5.5816,2
Oenanthe albifrons,5.9747,1
Oenanthe albonigra,5.2951,1
Oenanthe chrysopygia,5.6240,1
Oenanthe cypriaca,5.5240,2
Oenanthe deserti,6.6185,1
Oenanthe dubia,5.1001,1
Oenanthe familiaris,5.7417,1
Oenanthe finschii,5.8112,2
Oenanthe fusca,5.1935,1
Oenanthe heuglinii,5.0148,1
Oenanthe isabellina,5.5874,1
Oenanthe leucopyga,6.3922,1
Oenanthe leucura,6.0663,1
Oenanthe melanura,5.5194,1
Oenanthe moesta,5.6224,1
Oenanthe monacha,5.9729,1
Oenanthe phillipsi,5.6921,1
Oenanthe picata,5.8667,2
Oenanthe pileata,6.6026,1
Oenanthe pleschanka,6.0397,2
Oenanthe scotocerca,6.0014,1
Oenanthe xanthoprymna,6.1230,1
Ognorhynchus icterotis,6.8607,1
Oncostoma cinereigulare,5.3201,1
Oncostoma olivaceum,5.4224,1
Oneillornis lunulatus,5.8166,1
Oneillornis salvini,5.3410,1
Onychognathus albirostris,6.2564,1
Onychognathus blythii,5.8036,2
Onychognathus frater,5.4011,1
Onychognathus fulgidus,6.0346,1
Onychognathus morio,5.9899,1
Onychognathus nabouroup,5.5256,1
Onychognathus neumanni,4.9665,1
Onychognathus salvadorii,5.8980,1
Onychognathus tenuirostris,4.9580,1
Onychognathus tristramii,5.9325,1
Onychognathus walleri,5.0958,2
Onychoprion aleuticus,5.9804,1
Onychoprion anaethetus,6.4207,1
Onychoprion fuscatus,5.9444,1
Onychoprion lunatus,5.5896,1
Onychostruthus taczanowskii,5.0104,1
Opisthocomus hoazin,6.4636,1
Opisthoprora euryptera,7.4323,1
Oporornis agilis,6.3702,1
Orchesticus abeillei,6.3424,1
Oreocharis arfaki,6.5892,1
Oreocossypha isabellae,6.4550,1
Oreoica gutturalis,5.7814,2
Oreolais pulcher,6.0903,1
Oreolais ruwenzorii,5.8045,1
Oreomystis bairdi,5.4986,1
Oreophasis derbianus,5.4458,1
Oreophilais robertsi,5.0629,1
Oreopholus ruficollis,6.1907,1
Oreopsar bolivianus,5.4885,1
Oreopsittacus arfaki,6.8141,1
Oreornis chrysogenys,5.9616,1
Oreortyx pictus,6.7527,1
Oreoscoptes montanus,5.0373,1
Oreoscopus gutturalis,5.6531,1
Oreostruthus fuliginosus,7.0640,1
Oreothlypis gutturalis,6.9087,1
Oreothlypis superciliosa,6.8087,1
Oreothraupis arremonops,5.7468,1
Oreotrochilus adela,5.8536,1
Oreotrochilus chimborazo,6.5771,1
Oreotrochilus estella,6.6612,1
Oreotrochilus leucopleurus,6.4660,1
Oreotrochilus melanogaster,6.7506,1
Oreotrochilus stolzmanni,6.1869,2
Origma solitaria,5.1040,1
Oriolia bernieri,5.7254,1
Oriolus albiloris,5.9328,1
Oriolus auratus,6.8724,1
Oriolus bouroensis,4.9959,1
Oriolus brachyrynchus,6.3339,1
Oriolus chinensis,6.8839,1
Oriolus chlorocephalus,6.3094,1
Oriolus crassirostris,5.3513,1
Oriolus decipiens,4.5896,1
Oriolus flavocinctus,5.7921,1
Oriolus forsteni,4.9918,1
Oriolus hosii,5.3734,1
Oriolus isabellae,5.6339,1
Oriolus kundoo,5.7020,1
Oriolus larvatus,6.4300,1
Oriolus mellianus,4.9370,1
Oriolus monacha,6.6600,1
Oriolus nigripennis,6.2173,1
Oriolus oriolus,6.4186,1
Oriolus percivali,6.0272,1
Oriolus phaeochromus,5.1417,1
Oriolus sagittatus,6.3850,1
Oriolus steerii,5.5458,1
Oriolus szalayi,4.8341,1
Oriolus tenuirostris,6.6922,1
Oriolus traillii,6.0073,2
Oriolus xanthonotus,6.5616,2
Oriolus xanthornus,6.6163,1
Oriturus superciliosus,5.2402,1
Ornithion brunneicapillus,5.1667,1
Ornithion inerme,4.9906,1
Ornithion semiflavum,5.9497,1
Ornorectes cristatus,4.9404,1
Oroanassa magnifica,5.4777,1
Orochelidon andecola,5.7403,1
Orochelidon flavipes,5.0637,1
Orochelidon murina,5.5427,1
Ortalis araucuan,5.5516,1
Ortalis canicollis,5.1538,1
Ortalis cinereiceps,4.5463,1
Ortalis columbiana,5.5710,1
Ortalis erythroptera,5.4910,1
Ortalis garrula,4.9550,1
Ortalis guttata,5.7937,1
Ortalis leucogastra,4.9513,1
Ortalis poliocephala,4.7910,1
Ortalis ruficauda,5.9707,1
Ortalis squamata,5.6937,1
Ortalis superciliaris,4.3602,1
Ortalis vetula,4.7048,1
Ortalis wagleri,4.9941,1
Orthogonys chloricterus,6.0652,1
Orthonyx novaeguineae,5.8418,1
Orthonyx spaldingii,5.5892,1
Orthonyx temminckii,5.4435,2
Orthopsittaca manilatus,6.6126,1
Orthorhyncus cristatus,6.6985,1
Orthotomus atrogularis,5.6381,1
Orthotomus castaneiceps,5.0329,1
Orthotomus chaktomuk,5.9131,1
Orthotomus chloronotus,4.9267,1
Orthotomus cinereiceps,5.1420,1
Orthotomus derbianus,5.4101,1
Orthotomus frontalis,5.4992,1
Orthotomus nigriceps,4.8598,1
Orthotomus ruficeps,5.1794,2
Orthotomus samarensis,5.7546,1
Orthotomus sepium,5.2744,1
Orthotomus sericeus,6.4179,1
Orthotomus sutorius,5.1637,1
Ortygospiza atricollis,5.8712,1
Ortyxelos meiffrenii,5.0558,1
Otis tarda,5.8687,1
Otocichla mupinensis,4.9803,1
Otus alfredi,6.6874,1
Otus alius,6.1159,1
Otus angelinae,6.7617,1
Otus bakkamoena,7.2928,1
Otus balli,7.1574,1
Otus beccarii,6.4219,1
Otus brookii,7.0154,1
Otus brucei,7.1323,1
Otus capnodes,5.6249,1
Otus collari,6.4707,1
Otus elegans,6.5332,1
Otus enganensis,5.5372,1
Otus everetti,6.3180,1
Otus fuliginosus,6.6039,1
Otus gurneyi,7.2022,1
Otus hartlaubi,6.5807,1
Otus insularis,6.1443,1
Otus ireneae,7.6141,1
Otus jolandae,6.1415,1
Otus lempiji,7.0117,1
Otus lettia,6.7084,1
Otus longicornis,6.4695,1
Otus mantananensis,7.1375,1
Otus mayottensis,6.6958,1
Otus megalotis,6.3887,1
Otus mentawi,5.4937,1
Otus mindorensis,7.0590,1
Otus mirus,6.1377,1
Otus moheliensis,6.6675,1
Otus nigrorum,6.7594,1
Otus pamelae,6.8732,1
Otus pauliani,6.0633,1
Otus pembaensis,5.9733,1
Otus rufescens,6.1085,1
Otus sagittatus,6.7978,1
Otus scops,7.3161,1
Otus semitorques,7.0397,1
Otus silvicola,5.9133,1
Otus socotranus,6.8957,1
Otus sulaensis,6.2762,1
Otus sunia,7.4121,1
Otus thilohoffmanni,6.8649,1
Otus umbra,6.8617,1
Oxylabes madagascariensis,5.9216,1
Oxypogon cyanolaemus,5.9976,2
Oxypogon guerinii,6.8721,1
Oxypogon lindenii,6.1275,1
Oxypogon stuebelii,6.6143,1
Oxyruncus cristatus,5.9670,1
Oxyura australis,5.5046,1
Oxyura ferruginea,5.6188,1
Oxyura jamaicensis,5.6584,2
Oxyura leucocephala,5.8157,1
Oxyura maccoa,5.4515,1
Oxyura vittata,5.6192,1
Pachycare flavogriseum,6.5544,1
Pachycephala albiventris,5.0117,1
Pachycephala arctitorquis,5.8534,2
Pachycephala caledonica,6.2016,1
Pachycephala cinerea,5.2865,1
Pachycephala feminina,4.9394,1
Pachycephala flavifrons,5.8692,1
Pachycephala griseonota,5.8156,1
Pachycephala homeyeri,4.4450,1
Pachycephala hyperythra,5.3852,1
Pachycephala hypoxantha,5.9569,1
Pachycephala implicata,5.1612,1
Pachycephala inornata,5.2694,1
Pachycephala jacquinoti,4.5519,1
Pachycephala lanioides,5.7177,1
Pachycephala leucogastra,5.0662,1
Pachycephala lorentzi,6.4014,1
Pachycephala melanura,6.8144,1
Pachycephala mentalis,5.3010,1
Pachycephala meyeri,5.0962,1
Pachycephala modesta,4.9886,1
Pachycephala monacha,4.8313,2
Pachycephala nudigula,5.2854,1
Pachycephala olivacea,5.3555,1
Pachycephala orpheus,4.4385,1
Pachycephala phaionota,5.1750,1
Pachycephala philippinensis,5.6901,1
Pachycephala richardsi,6.1755,1
Pachycephala rufiventris,5.8018,1
Pachycephala rufogularis,5.5164,1
Pachycephala schlegelii,6.9422,1
Pachycephala soror,5.9256,1
Pachycephala sulfuriventer,6.4352,1
Pachycephala tenebrosa,4.3724,1
Pachycephala vitiensis,6.2729,1
Pachycephalopsis hattamensis,6.3593,1
Pachycephalopsis poliosoma,3.3129,1
Pachycoccyx audeberti,5.0136,1
Pachyptila belcheri,5.6331,1
Pachyptila crassirostris,5.4585,1
Pachyptila desolata,5.0447,1
Pachyptila turtur,5.4059,1
Pachyptila vittata,5.0180,1
Pachyramphus aglaiae,6.1019,1
Pachyramphus albogriseus,5.8809,1
Pachyramphus castaneus,5.9572,1
Pachyramphus cinnamomeus,5.2542,1
Pachyramphus homochrous,5.6070,1
Pachyramphus marginatus,5.7943,2
Pachyramphus minor,5.4110,1
Pachyramphus niger,5.4404,1
Pachyramphus polychopterus,5.5470,1
Pachyramphus rufus,5.7427,2
Pachyramphus spodiurus,5.1160,1
Pachyramphus surinamus,5.1257,1
Pachyramphus validus,5.6657,1
Pachyramphus versicolor,6.5067,2
Pachysylvia aurantiifrons,5.6175,1
Pachysylvia decurtata,5.7646,1
Pachysylvia hypochrysea,6.2329,1
Pachysylvia hypoxantha,5.5329,1
Pachysylvia muscicapina,5.2135,1
