species,matched_name,authorship,year,source,fetched
Arremon schlegeli,Arremon schlegeli,"Bonaparte, 1850",1850,gbif,2026-09-05
Arremon semitorquatus,Arremon semitorquatus,"Swainson, 1838",1838,gbif,2026-09-05
Arremon taciturnus,Arremon taciturnus,"(Hermann, 1783)",1783,gbif,2026-09-05
Arremon torquatus,Arremon torquatus,"(d'Orbigny & Lafresnaye, 1837)",1837,gbif,2026-09-05
Arremon virenticeps,Arremon virenticeps,"(Bonaparte, 1855)",1855,gbif,2026-09-05
Arremonops chloronotus,Arremonops chloronotus,"(Salvin, 1861)",1861,gbif,2026-09-05
Arremonops conirostris,Arremonops conirostris,"(Bonaparte, 1850)",1850,gbif,2026-09-05
Arremonops rufivirgatus,Arremonops rufivirgatus,"(Lawrence, 1851)",1851,gbif,2026-09-05
Arremonops tocuyensis,Arremonops tocuyensis,"Todd, 1912",1912,gbif,2026-09-05
Artemisiospiza belli,Artemisiospiza belli,"(Cassin, 1850)",1850,gbif,2026-09-05
Artemisiospiza nevadensis,Artemisiospiza nevadensis,"(Ridgway, 1874)",1874,gbif,2026-09-05
Atlapetes albiceps,Atlapetes albiceps,"(Taczanowski, 1884)",1884,gbif,2026-09-05
Atlapetes albinucha,Atlapetes albinucha,"(d'Orbigny & Lafresnaye, 1838)",1838,gbif,2026-09-05
Atlapetes albofrenatus,Atlapetes albofrenatus,"(Boissonneau, 1840)",1840,gbif,2026-09-05
Atlapetes blancae,Atlapetes blancae,"Donegan, 2007",2007,gbif,2026-09-05
Atlapetes canigenis,Atlapetes canigenis,"Chapman, 1919",1919,gbif,2026-09-05
Atlapetes citrinellus,Atlapetes citrinellus,"(Cabanis, 1883)",1883,gbif,2026-09-05
Atlapetes crassus,Atlapetes crassus,"Bangs, 1908",1908,gbif,2026-09-05
Atlapetes flaviceps,Atlapetes flaviceps,"Chapman, 1912",1912,gbif,2026-09-05
Atlapetes forbesi,Atlapetes forbesi,"Morrison, 1947",1947,gbif,2026-09-05
Atlapetes fulviceps,Atlapetes fulviceps,"(d'Orbigny & Lafresnaye, 1837)",1837,gbif,2026-09-05
Atlapetes fuscoolivaceus,Atlapetes fuscoolivaceus,"Chapman, 1914",1914,gbif,2026-09-05
Atlapetes latinuchus,Atlapetes latinuchus,"(Du Bus de Gisignies, 1855)",1855,gbif,2026-09-05
Atlapetes leucopis,Atlapetes leucopis,"(P.L.Sclater & Salvin, 1878)",1878,gbif,2026-09-05
Atlapetes leucopterus,Atlapetes leucopterus,"(Jardine, 1856)",1856,gbif,2026-09-05
Atlapetes melanocephalus,Atlapetes melanocephalus,"(Salvin & Godman, 1880)",1880,gbif,2026-09-05
Atlapetes melanolaemus,Atlapetes melanolaemus,"(P.L.Sclater & Salvin, 1879)",1879,gbif,2026-09-05
Atlapetes melanopsis,Atlapetes melanopsis,"Valqui & Fjeldså, 2002",2002,gbif,2026-09-05
Atlapetes meridae,Atlapetes meridae,"(P.L.Sclater & Salvin, 1871)",1871,gbif,2026-09-05
Atlapetes nationi,Atlapetes nationi,"(P.L.Sclater, 1881)",1881,gbif,2026-09-05
Atlapetes nigrifrons,Atlapetes nigrifrons,"Phelps & Gilliard, 1940",1940,gbif,2026-09-05
Atlapetes pallidiceps,Atlapetes pallidiceps,"(Sharpe, 1900)",1900,gbif,2026-09-05
Atlapetes pallidinucha,Atlapetes pallidinucha,"(Boissonneau, 1840)",1840,gbif,2026-09-05
Atlapetes paynteri,Atlapetes paynteri,"Fitzpatrick, 1980",1980,gbif,2026-09-05
Atlapetes personatus,Atlapetes personatus,"(Cabanis, 1849)",1849,gbif,2026-09-05
Atlapetes pileatus,Atlapetes pileatus,"Wagler, 1831",1831,gbif,2026-09-05
Atlapetes rufigenis,Atlapetes rufigenis,"(Salvin, 1895)",1895,gbif,2026-09-05
Atlapetes rufinucha,Atlapetes rufinucha,"(d'Orbigny & Lafresnaye, 1837)",1837,gbif,2026-09-05
Atlapetes schistaceus,Atlapetes schistaceus,"(Boissonneau, 1840)",1840,gbif,2026-09-05
Atlapetes seebohmi,Atlapetes seebohmi,"(Taczanowski, 1883)",1883,gbif,2026-09-05
Atlapetes semirufus,Atlapetes semirufus,"(Boissonneau, 1840)",1840,gbif,2026-09-05
Atlapetes taczanowskii,Atlapetes taczanowskii,"(P.L.Sclater & Salvin, 1875)",1875,gbif,2026-09-05
Atlapetes terborghi,Atlapetes terborghi,"Remsen, 1993",1993,gbif,2026-09-05
Atlapetes tricolor,Atlapetes tricolor,"(Taczanowski, 1875)",1875,gbif,2026-09-05
Calamospiza melanocorys,Calamospiza melanocorys,"Stejneger, 1885",1885,gbif,2026-09-05
Chlorospingus canigularis,Chlorospingus canigularis,"(Lafresnaye, 1848)",1848,gbif,2026-09-05
Chlorospingus flavigularis,Chlorospingus flavigularis,"(P.L.Sclater, 1852)",1852,gbif,2026-09-05
Chlorospingus flavopectus,Chlorospingus flavopectus,"(Lafresnaye, 1840)",1840,gbif,2026-09-05
Chlorospingus hypophaeus,Chlorospingus hypophaeus,"P.L.Sclater & Salvin, 1868",1868,gbif,2026-09-05
Chlorospingus inornatus,Chlorospingus inornatus,"(Nelson, 1912)",1912,gbif,2026-09-05
Chlorospingus parvirostris,Chlorospingus parvirostris,"Chapman, 1901",1901,gbif,2026-09-05
Chlorospingus pileatus,Chlorospingus pileatus,"Salvin, 1865",1865,gbif,2026-09-05
Chlorospingus semifuscus,Chlorospingus semifuscus,"P.L.Sclater & Salvin, 1873",1873,gbif,2026-09-05
Chlorospingus tacarcunae,Chlorospingus tacarcunae,"Griscom, 1924",1924,gbif,2026-09-05
Chondestes grammacus,Chondestes grammacus,"(Say, 1822)",1822,gbif,2026-09-05
Junco bairdi,Junco bairdi,"Ridgway, 1883",1883,gbif,2026-09-05
Junco hyemalis,Junco hyemalis,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Junco insularis,Junco insularis,"Ridgway, 1876",1876,gbif,2026-09-05
Junco phaeonotus,Junco phaeonotus,"Wagler, 1831",1831,gbif,2026-09-05
Junco vulcani,Junco vulcani,"(Boucard, 1878)",1878,gbif,2026-09-05
Melospiza georgiana,Melospiza georgiana,"(Latham, 1790)",1790,gbif,2026-09-05
Melospiza lincolnii,Melospiza lincolnii,"(Audubon, 1834)",1834,gbif,2026-09-05
Melospiza melodia,Melospiza melodia,"(A.Wilson, 1810)",1810,gbif,2026-09-05
Melozone aberti,Melozone aberti,"(S.F.Baird, 1852)",1852,gbif,2026-09-05
Melozone albicollis,Melozone albicollis,"(P.L.Sclater, 1858)",1858,gbif,2026-09-05
Melozone biarcuata,Melozone biarcuata,"(Prévost & Des Murs, 1842)",1842,gbif,2026-09-05
Melozone cabanisi,Melozone cabanisi,"(P.L.Sclater & Salvin, 1868)",1868,gbif,2026-09-05
Melozone crissalis,Melozone crissalis,"(Vigors, 1839)",1839,gbif,2026-09-05
Melozone fusca,Melozone fusca,"(Swainson, 1827)",1827,gbif,2026-09-05
Melozone kieneri,Melozone kieneri,"(Bonaparte, 1850)",1850,gbif,2026-09-05
Melozone leucotis,Melozone leucotis,"Cabanis, 1861",1861,gbif,2026-09-05
Melozone occipitalis,Melozone occipitalis,"(Salvin, 1878)",1878,gbif,2026-09-05
Oreothraupis arremonops,Oreothraupis arremonops,"(P.L.Sclater, 1855)",1855,gbif,2026-09-05
Oriturus superciliosus,Oriturus superciliosus,"(Swainson, 1838)",1838,gbif,2026-09-05
Passerculus bairdii,Passerculus bairdii,"(Audubon, 1844)",1844,gbif,2026-09-05
Passerculus guttatus,Passerculus guttatus,"Lawrence, 1867",1867,gbif,2026-09-05
Passerculus henslowii,Passerculus henslowii,"(Audubon, 1829)",1829,gbif,2026-09-05
Passerculus rostratus,Passerculus rostratus,"(Cassin, 1852)",1852,gbif,2026-09-05
Passerculus sanctorum,Passerculus sanctorum,"Coues, 1884",1884,gbif,2026-09-05
Passerculus sandwichensis,Passerculus sandwichensis,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Passerella arborea,Passerella arborea,"(A.Wilson, 1810)",1810,gbif,2026-09-05
Passerella iliaca,Passerella iliaca,"(Merrem, 1786)",1786,gbif,2026-09-05
Passerella megarhyncha,Passerella megarhyncha,"S.F.Baird, 1858",1858,gbif,2026-09-05
Passerella schistacea,Passerella schistacea,"S.F.Baird, 1858",1858,gbif,2026-09-05
Passerella unalaschcensis,Passerella unalaschcensis,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Peucaea aestivalis,Peucaea aestivalis,"(M.H.K.Lichtenstein, 1823)",1823,gbif,2026-09-05
Peucaea botterii,Peucaea botterii,"(P.L.Sclater, 1858)",1858,gbif,2026-09-05
Peucaea carpalis,Peucaea carpalis,"Coues, 1873",1873,gbif,2026-09-05
Peucaea cassinii,Peucaea cassinii,"(Woodhouse, 1852)",1852,gbif,2026-09-05
Peucaea humeralis,Peucaea humeralis,"(Cabanis, 1851)",1851,gbif,2026-09-05
Peucaea mystacalis,Peucaea mystacalis,"(Hartlaub, 1852)",1852,gbif,2026-09-05
Peucaea ruficauda,Peucaea ruficauda,"(Bonaparte, 1853)",1853,gbif,2026-09-05
Peucaea sumichrasti,Peucaea sumichrasti,"(Lawrence, 1871)",1871,gbif,2026-09-05
Pezopetes capitalis,Pezopetes capitalis,"Cabanis, 1861",1861,gbif,2026-09-05
Pipilo chlorurus,Pipilo chlorurus,"(Audubon, 1839)",1839,gbif,2026-09-05
Pipilo erythrophthalmus,Pipilo erythrophthalmus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Pipilo maculatus,Pipilo maculatus,"Swainson, 1827",1827,gbif,2026-09-05
Pipilo ocai,Pipilo ocai,"(Lawrence, 1865)",1865,gbif,2026-09-05
Pipilo socorroensis,Pipilo socorroensis,"Grayson, 1867",1867,gbif,2026-09-05
Pooecetes gramineus,Pooecetes gramineus,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Pselliophorus luteoviridis,Pselliophorus luteoviridis,"Griscom, 1924",1924,gbif,2026-09-05
Pselliophorus tibialis,Pselliophorus tibialis,"(Lawrence, 1864)",1864,gbif,2026-09-05
Rhynchospiza stolzmanni,Rhynchospiza stolzmanni,"(Taczanowski, 1877)",1877,gbif,2026-09-05
Rhynchospiza strigiceps,Rhynchospiza strigiceps,"(Gould, 1839)",1839,gbif,2026-09-05
Spizella atrogularis,Spizella atrogularis,"(Cabanis, 1851)",1851,gbif,2026-09-05
Spizella breweri,Spizella breweri,"Cassin, 1856",1856,gbif,2026-09-05
Spizella pallida,Spizella pallida,"(Swainson, 1832)",1832,gbif,2026-09-05
Spizella passerina,Spizella passerina,"(Bechstein, 1798)",1798,gbif,2026-09-05
Spizella pusilla,Spizella pusilla,"(A.Wilson, 1810)",1810,gbif,2026-09-05
Spizella wortheni,Spizella wortheni,"Ridgway, 1884",1884,gbif,2026-09-05
Torreornis inexpectata,Torreornis inexpectata,"Barbour & J.L.Peters, 1927",1927,gbif,2026-09-05
Xenospiza baileyi,Xenospiza baileyi,"Bangs, 1931",1931,gbif,2026-09-05
Zonotrichia albicollis,Zonotrichia albicollis,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Zonotrichia atricapilla,Zonotrichia atricapilla,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Zonotrichia capensis,Zonotrichia capensis,"(P.L.S.Müller, 1776)",1776,gbif,2026-09-05
Zonotrichia leucophrys,Zonotrichia leucophrys,"(J.R.Forster, 1772)",1772,gbif,2026-09-05
Zonotrichia querula,Zonotrichia querula,"(Nuttall, 1840)",1840,gbif,2026-09-05
Carpospiza brachydactyla,Carpospiza brachydactyla,"(Bonaparte, 1850)",1850,gbif,2026-09-05
Gymnoris dentata,Gymnoris dentata,"(Sundevall, 1850)",1850,gbif,2026-09-05
Gymnoris pyrgita,Gymnoris pyrgita,"(Heuglin, 1862)",1862,gbif,2026-09-05
Gymnoris superciliaris,Gymnoris superciliaris,"Blyth, 1845",1845,gbif,2026-09-05
Gymnoris xanthocollis,Gymnoris xanthocollis,"(Burton, 1838)",1838,gbif,2026-09-05
Hypocryptadius cinnamomeus,Hypocryptadius cinnamomeus,"Hartert, 1903",1903,gbif,2026-09-05
Montifringilla adamsi,Montifringilla adamsi,"Adams, 1859",1859,gbif,2026-09-05
Montifringilla henrici,Montifringilla henrici,"(Oustalet, 1892)",1892,gbif,2026-09-05
Montifringilla nivalis,Montifringilla nivalis,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Onychostruthus taczanowskii,Onychostruthus taczanowskii,"(Prjevalsky, 1876)",1876,gbif,2026-09-05
Passer ammodendri,Passer ammodendri,"Gould, 1872",1872,gbif,2026-09-05
Passer castanopterus,Passer castanopterus,"Blyth, 1855",1855,gbif,2026-09-05
Passer cinnamomeus,Passer cinnamomeus,"(Temminck, 1836)",1836,gbif,2026-09-05
Passer cordofanicus,Passer cordofanicus,"Heuglin, 1871",1871,gbif,2026-09-05
Passer diffusus,Passer diffusus,"(A.Smith, 1836)",1836,gbif,2026-09-05
Passer domesticus,Passer domesticus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Passer eminibey,Passer eminibey,"(Hartlaub, 1880)",1880,gbif,2026-09-05
Passer euchlorus,Passer euchlorus,"(Bonaparte, 1850)",1850,gbif,2026-09-05
Passer flaveolus,Passer flaveolus,"Blyth, 1845",1845,gbif,2026-09-05
Passer gongonensis,Passer gongonensis,"(Oustalet, 1890)",1890,gbif,2026-09-05
Passer griseus,Passer griseus,"(Vieillot, 1817)",1817,gbif,2026-09-05
Passer hemileucus,Passer hemileucus,"Ogilvie-Grant & H.O.Forbes, 1899",1899,gbif,2026-09-05
Passer hispaniolensis,Passer hispaniolensis,"(Temminck, 1820)",1820,gbif,2026-09-05
Passer iagoensis,Passer iagoensis,"(Gould, 1838)",1838,gbif,2026-09-05
Passer insularis,Passer insularis,"P.L.Sclater & Hartlaub, 1881",1881,gbif,2026-09-05
Passer italiae,Passer italiae,"(Vieillot, 1817)",1817,gbif,2026-09-05
Passer luteus,Passer luteus,"(Lichtenstein, 1823)",1823,gbif,2026-09-05
Passer melanurus,Passer melanurus,"(Statius Muller, 1776)",1776,gbif,2026-09-05
Passer moabiticus,Passer moabiticus,"Tristram, 1864",1864,gbif,2026-09-05
Passer montanus,Passer montanus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Passer motitensis,Passer motitensis,"(A.Smith, 1836)",1836,gbif,2026-09-05
Passer pyrrhonotus,Passer pyrrhonotus,"Blyth, 1845",1845,gbif,2026-09-05
Passer rufocinctus,Passer rufocinctus,"Fischer & Reichenow, 1884",1884,gbif,2026-09-05
Passer shelleyi,Passer shelleyi,"Sharpe, 1891",1891,gbif,2026-09-05
Passer simplex,Passer simplex,"(Lichtenstein, 1823)",1823,gbif,2026-09-05
Passer suahelicus,Passer suahelicus,"Reichenow, 1904",1904,gbif,2026-09-05
Passer swainsonii,Passer swainsonii,"(Rüppell, 1840)",1840,gbif,2026-09-05
Passer zarudnyi,Passer zarudnyi,"Pleske, 1896",1896,gbif,2026-09-05
Petronia petronia,Petronia petronia,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Pyrgilauda blanfordi,Pyrgilauda blanfordi,"(Hume, 1876)",1876,gbif,2026-09-05
Pyrgilauda davidiana,Pyrgilauda davidiana,"J.Verreaux, 1870",1870,gbif,2026-09-05
Pyrgilauda ruficollis,Pyrgilauda ruficollis,"(Blanford, 1871)",1871,gbif,2026-09-05
Pyrgilauda theresae,Pyrgilauda theresae,"(Meinertzhagen, 1937)",1937,gbif,2026-09-05
Gampsorhynchus rufulus,Gampsorhynchus rufulus,"Blyth, 1844",1844,gbif,2026-09-05
Gampsorhynchus torquatus,Gampsorhynchus torquatus,"Hume, 1874",1874,gbif,2026-09-05
Graminicola bengalensis,Graminicola bengalensis,"Jerdon, 1863",1863,gbif,2026-09-05
Graminicola striatus,Graminicola striatus,"Styan, 1892",1892,gbif,2026-09-05
Illadopsis albipectus,Illadopsis albipectus,"(Reichenow, 1888)",1888,gbif,2026-09-05
Illadopsis cleaveri,Illadopsis cleaveri,"(Shelley, 1874)",1874,gbif,2026-09-05
Illadopsis distans,Illadopsis distans,"(Friedmann, 1928)",1928,gbif,2026-09-05
Illadopsis fulvescens,Illadopsis fulvescens,"(Cassin, 1859)",1859,gbif,2026-09-05
Illadopsis puveli,Illadopsis puveli,"(Salvadori, 1901)",1901,gbif,2026-09-05
Illadopsis pyrrhoptera,Illadopsis pyrrhoptera,"(Reichenow & Neumann, 1895)",1895,gbif,2026-09-05
Illadopsis rufescens,Illadopsis rufescens,"(Reichenow, 1878)",1878,gbif,2026-09-05
Illadopsis rufipennis,Illadopsis rufipennis,"(Sharpe, 1872)",1872,gbif,2026-09-05
Illadopsis turdina,Illadopsis turdina,"(Hartlaub, 1883)",1883,gbif,2026-09-05
Kenopia striata,Kenopia striata,"(Blyth, 1842)",1842,gbif,2026-09-05
Laticilla burnesii,Laticilla burnesii,"(Blyth, 1844)",1844,gbif,2026-09-05
Laticilla cinerascens,Laticilla cinerascens,"(Walden, 1874)",1874,gbif,2026-09-05
Leonardina woodi,Leonardina woodi,"(Mearns, 1905)",1905,gbif,2026-09-05
Malacocincla abbotti,Malacocincla abbotti,"Blyth, 1845",1845,gbif,2026-09-05
Malacocincla perspicillata,Malacocincla perspicillata,"(Bonaparte, 1850)",1850,gbif,2026-09-05
Malacocincla sepiaria,Malacocincla sepiaria,"(Horsfield, 1821)",1821,gbif,2026-09-05
Malacopteron affine,Malacopteron affine,"(Blyth, 1842)",1842,gbif,2026-09-05
Malacopteron albogulare,Malacopteron albogulare,"(Blyth, 1844)",1844,gbif,2026-09-05
Malacopteron cinereum,Malacopteron cinereum,"Eyton, 1839",1839,gbif,2026-09-05
Malacopteron magnirostre,Malacopteron magnirostre,"(Moore, 1854)",1854,gbif,2026-09-05
Malacopteron magnum,Malacopteron magnum,"Eyton, 1839",1839,gbif,2026-09-05
Malacopteron palawanense,Malacopteron palawanense,"Büttikofer, 1895",1895,gbif,2026-09-05
Napothera epilepidota,Napothera epilepidota,"(Temminck, 1828)",1828,gbif,2026-09-05
Pellorneum albiventre,Pellorneum albiventre,"(Godwin-Austen, 1877)",1877,gbif,2026-09-05
Pellorneum capistratum,Pellorneum capistratum,"(Temminck, 1823)",1823,gbif,2026-09-05
Pellorneum fuscocapillus,Pellorneum fuscocapillus,"(Blyth, 1849)",1849,gbif,2026-09-05
Pellorneum nigrocapitatum,Pellorneum nigrocapitatum,"(Eyton, 1839)",1839,gbif,2026-09-05
Pellorneum palustre,Pellorneum palustre,"Gould, 1872",1872,gbif,2026-09-05
Pellorneum ruficeps,Pellorneum ruficeps,"Swainson, 1832",1832,gbif,2026-09-05
Ptilocichla falcata,Ptilocichla falcata,"Sharpe, 1877",1877,gbif,2026-09-05
Ptilocichla leucogrammica,Ptilocichla leucogrammica,"(Bonaparte, 1850)",1850,gbif,2026-09-05
Ptilocichla mindanensis,Ptilocichla mindanensis,"(W.Blasius, 1890)",1890,gbif,2026-09-05
Rimator albostriatus,Rimator albostriatus,"Salvadori, 1879",1879,gbif,2026-09-05
Rimator danjoui,Rimator danjoui,"Robinson & Kloss, 1919",1919,gbif,2026-09-05
Rimator malacoptilus,Rimator malacoptilus,"Blyth, 1847",1847,gbif,2026-09-05
Rimator naungmungensis,Rimator naungmungensis,"(Rappole et al., 2005)",2005,gbif,2026-09-05
Rimator pasquieri,Rimator pasquieri,"Delacour & Jabouille, 1930",1930,gbif,2026-09-05
Schoeniparus brunneus,Schoeniparus brunneus,"(Gould, 1863)",1863,gbif,2026-09-05
Schoeniparus castaneceps,Schoeniparus castaneceps,"(Hodgson, 1837)",1837,gbif,2026-09-05
Schoeniparus cinereus,Schoeniparus cinereus,"(Blyth, 1847)",1847,gbif,2026-09-05
Schoeniparus dubius,Schoeniparus dubius,"(Hume, 1874)",1874,gbif,2026-09-05
Schoeniparus klossi,Schoeniparus klossi,"(Delacour & Jabouille, 1931)",1931,gbif,2026-09-05
Schoeniparus rufogularis,Schoeniparus rufogularis,"(Mandelli, 1873)",1873,gbif,2026-09-05
Schoeniparus variegaticeps,Schoeniparus variegaticeps,"(Yen, 1932)",1932,gbif,2026-09-05
Trichastoma bicolor,Trichastoma bicolor,"(Lesson, 1839)",1839,gbif,2026-09-05
Trichastoma buettikoferi,Trichastoma buettikoferi,"Vorderman, 1892",1892,gbif,2026-09-05
Trichastoma celebense,Trichastoma celebense,"Strickland, 1850",1850,gbif,2026-09-05
Trichastoma cinereiceps,Trichastoma cinereiceps,"(Tweeddale, 1878)",1878,gbif,2026-09-05
Trichastoma malaccense,Trichastoma malaccense,"(Hartlaub, 1844)",1844,gbif,2026-09-05
Trichastoma pyrrogenys,Trichastoma pyrrogenys,"(Temminck, 1827)",1827,gbif,2026-09-05
Trichastoma rostratum,Trichastoma rostratum,"Blyth, 1842",1842,gbif,2026-09-05
Trichastoma tickelli,Trichastoma tickelli,"Blyth, 1859",1859,gbif,2026-09-05
Turdinus atrigularis,Turdinus atrigularis,"(Bonaparte, 1850)",1850,gbif,2026-09-05
Turdinus brevicaudatus,Turdinus brevicaudatus,,,none,2026-09-05
Turdinus calcicola,Turdinus calcicola,"(Deignan, 1939)",1939,gbif,2026-09-05
Turdinus crassus,Turdinus crassus,,,none,2026-09-05
Turdinus crispifrons,Turdinus crispifrons,,,none,2026-09-05
Turdinus macrodactylus,Turdinus macrodactylus,"(Strickland, 1844)",1844,gbif,2026-09-05
Turdinus marmoratus,Turdinus marmoratus,"R.G.Wardlaw-Ramsay, 1880",1880,gbif,2026-09-05
Turdinus rufipectus,Turdinus rufipectus,,,none,2026-09-05
Amalocichla incerta,Amalocichla incerta,"(Salvadori, 1876)",1876,gbif,2026-09-05
Amalocichla sclateriana,Amalocichla sclateriana,"De Vis, 1892",1892,gbif,2026-09-05
Cryptomicroeca flaviventris,Cryptomicroeca flaviventris,"(Sharpe, 1903)",1903,gbif,2026-09-05
Devioeca papuana,Devioeca papuana,"(A.B.Meyer, 1875)",1875,gbif,2026-09-05
Drymodes beccarii,Drymodes beccarii,"Salvadori, 1876",1876,gbif,2026-09-05
Drymodes brunneopygia,Drymodes brunneopygia,"Gould, 1841",1841,gbif,2026-09-05
Drymodes superciliaris,Drymodes superciliaris,"Gould, 1850",1850,gbif,2026-09-05
Eopsaltria australis,Eopsaltria australis,"(Shaw, 1790)",1790,gbif,2026-09-05
Eopsaltria griseogularis,Eopsaltria griseogularis,"Gould, 1838",1838,gbif,2026-09-05
Eugerygone rubra,Eugerygone rubra,"(Sharpe, 1879)",1879,gbif,2026-09-05
Gennaeodryas placens,Gennaeodryas placens,"(E.P.Ramsay, 1879)",1879,gbif,2026-09-05
Heteromyias albispecularis,Heteromyias albispecularis,"(Salvadori, 1876)",1876,gbif,2026-09-05
Heteromyias armiti,Heteromyias armiti,"(Salvadori, 1876)",1876,gbif,2026-09-05
Heteromyias cinereifrons,Heteromyias cinereifrons,"(E.P.Ramsay, 1876)",1876,gbif,2026-09-05
Kempiella flavovirescens,Kempiella flavovirescens,"(G.R.Gray, 1858)",1858,gbif,2026-09-05
Kempiella griseoceps,Kempiella griseoceps,"(De Vis, 1894)",1894,gbif,2026-09-05
Melanodryas cucullata,Melanodryas cucullata,"(Latham, 1802)",1802,gbif,2026-09-05
Melanodryas vittata,Melanodryas vittata,"(Quoy & Gaimard, 1830)",1830,gbif,2026-09-05
Microeca fascinans,Microeca fascinans,"(Latham, 1802)",1802,gbif,2026-09-05
Microeca flavigaster,Microeca flavigaster,"Gould, 1843",1843,gbif,2026-09-05
Microeca hemixantha,Microeca hemixantha,"P.L.Sclater, 1883",1883,gbif,2026-09-05
Microeca tormenti,Microeca tormenti,"Mathews, 1916",1916,gbif,2026-09-05
Monachella coultasi,Monachella coultasi,"Mayr, 1934",1934,gbif,2026-09-05
Monachella muelleriana,Monachella muelleriana,"(Schlegel, 1871)",1871,gbif,2026-09-05
Pachycephalopsis hattamensis,Pachycephalopsis hattamensis,"(A.B.Meyer, 1874)",1874,gbif,2026-09-05
Pachycephalopsis poliosoma,Pachycephalopsis poliosoma,"Sharpe, 1882",1882,gbif,2026-09-05
Peneoenanthe pulverulenta,Peneoenanthe pulverulenta,"(Bonaparte, 1850)",1850,gbif,2026-09-05
Peneothello bimaculata,Peneothello bimaculata,"(Salvadori, 1874)",1874,gbif,2026-09-05
Peneothello cryptoleuca,Peneothello cryptoleuca,"(Hartert, 1930)",1930,gbif,2026-09-05
Peneothello cyanus,Peneothello cyanus,"(Salvadori, 1874)",1874,gbif,2026-09-05
Peneothello sigillata,Peneothello sigillata,"(De Vis, 1890)",1890,gbif,2026-09-05
Petroica archboldi,Petroica archboldi,"Rand, 1940",1940,gbif,2026-09-05
Petroica australis,Petroica australis,"(Sparrman, 1788)",1788,gbif,2026-09-05
Petroica bivittata,Petroica bivittata,"De Vis, 1897",1897,gbif,2026-09-05
Petroica boodang,Petroica boodang,"(Lesson, 1837)",1837,gbif,2026-09-05
Petroica dannefaerdi,Petroica dannefaerdi,"(Rothschild, 1894)",1894,gbif,2026-09-05
Petroica goodenovii,Petroica goodenovii,"(Vigors & Horsfield, 1827)",1827,gbif,2026-09-05
Petroica longipes,Petroica longipes,"(R.P.Lesson & Garnot, 1827)",1827,gbif,2026-09-05
Petroica macrocephala,Petroica macrocephala,"(Gmelin, 1789)",1789,gbif,2026-09-05
Petroica multicolor,Petroica multicolor,"(Gmelin, 1789)",1789,gbif,2026-09-05
Petroica phoenicea,Petroica phoenicea,"Gould, 1837",1837,gbif,2026-09-05
Petroica pusilla,Petroica pusilla,"Peale, 1849",1849,gbif,2026-09-05
Petroica rodinogaster,Petroica rodinogaster,"(Drapiez, 1819)",1819,gbif,2026-09-05
Petroica rosea,Petroica rosea,"Gould, 1840",1840,gbif,2026-09-05
