species,family,order,mass_g,range_km2,year,attractiveness,article,views_mean_monthly,works_2015_2024
Acanthiza robustirostris,Acanthizidae,Passeriformes,6.1,2061848.42,1903,5.9287,Slaty-backed thornbill,30.06,30
Acanthiza uropygialis,Acanthizidae,Passeriformes,6.4,4788831.67,1838,5.237,Chestnut-rumped thornbill,63.82,28
Acanthoptila nipalensis,Leiotrichidae,Passeriformes,61.0,28765.27,1836,5.2489,Spiny babbler,457.93,17
Acanthorhynchus superciliosus,Meliphagidae,Passeriformes,9.72,182218.54,1837,5.4197,Western spinebill,139.32,28
Acanthorhynchus tenuirostris,Meliphagidae,Passeriformes,10.44,763502.74,1801,6.3654,Eastern spinebill,854.76,40
Acanthornis magna,Acanthizidae,Passeriformes,10.18,45032.53,1855,5.2658,,,39
Accipiter albogularis,Accipitridae,Accipitriformes,248.75,37461.21,1870,5.8906,Pied goshawk,134.88,26
Accipiter badius,Accipitridae,Accipitriformes,131.15,22374973.0,1788,6.448,,,95
Accipiter bicolor,Accipitridae,Accipitriformes,287.54,14309701.27,1817,6.0897,Bicolored hawk,299.43,83
Accipiter brevipes,Accipitridae,Accipitriformes,186.48,2936751.8,1850,6.365,Levant sparrowhawk,645.38,104
Accipiter butleri,Accipitridae,Accipitriformes,122.0,327.84,1898,5.9905,Nicobar sparrowhawk,164.03,28
Accipiter castanilius,Accipitridae,Accipitriformes,157.51,2096401.63,1853,6.67,Chestnut-flanked sparrowhawk,290.35,28
Accipiter cirrocephalus,Accipitridae,Accipitriformes,165.73,5488639.45,1817,6.0276,Collared sparrowhawk,501.65,45
Accipiter collaris,Accipitridae,Accipitriformes,97.8,253265.36,1860,6.512,Semicollared hawk,110.43,44
Accipiter cooperii,Accipitridae,Accipitriformes,429.67,8393137.06,1828,6.3893,Cooper's hawk,15556.62,224
Accipiter erythrauchen,Accipitridae,Accipitriformes,156.0,48150.32,1861,5.9076,Rufous-necked sparrowhawk,91.9,20
Accipiter erythropus,Accipitridae,Accipitriformes,111.2,3904812.09,1855,5.0801,Red-thighed sparrowhawk,168.23,31
Accipiter fasciatus,Accipitridae,Accipitriformes,358.66,8180196.71,1827,6.5181,Brown goshawk,852.12,58
Accipiter francesiae,Accipitridae,Accipitriformes,136.82,519468.81,1834,6.687,Frances's sparrowhawk,179.21,26
Accipiter gentilis,Accipitridae,Accipitriformes,866.04,31775270.74,1758,6.8421,Eurasian goshawk,11763.93,587
Accipiter griseiceps,Accipitridae,Accipitriformes,251.76,140604.94,1848,6.3779,Sulawesi goshawk,169.38,24
Accipiter gundlachi,Accipitridae,Accipitriformes,675.0,33511.43,1860,5.6531,Gundlach's hawk,164.06,28
Accipiter haplochrous,Accipitridae,Accipitriformes,198.41,16389.59,1859,6.7938,White-bellied goshawk,145.32,24
Accipiter henicogrammus,Accipitridae,Accipitriformes,358.7,22781.85,1861,5.987,Moluccan goshawk,99.46,20
Accipiter henstii,Accipitridae,Accipitriformes,1050.0,434639.7,1873,5.9715,Henst's goshawk,195.03,29
Accipiter imitator,Accipitridae,Accipitriformes,222.49,10050.21,1926,6.0464,Imitator goshawk,114.58,29
Accipiter madagascariensis,Accipitridae,Accipitriformes,180.41,476517.51,1833,6.3089,Madagascar sparrowhawk,93.44,21
Accipiter melanochlamys,Accipitridae,Accipitriformes,265.0,115449.94,1876,5.5549,Black-mantled goshawk,117.24,30
Accipiter melanoleucus,Accipitridae,Accipitriformes,698.99,9067092.6,1830,6.597,Black sparrowhawk,606.67,67
Accipiter meyerianus,Accipitridae,Accipitriformes,763.54,269144.41,1878,5.478,Meyer's goshawk,146.17,19
Accipiter minullus,Accipitridae,Accipitriformes,87.43,6794381.58,1800,6.8779,Little sparrowhawk,456.0,26
Accipiter nanus,Accipitridae,Accipitriformes,117.0,110477.0,1897,5.9807,Dwarf sparrowhawk,122.12,38
Accipiter nisus,Accipitridae,Accipitriformes,220.79,23601609.31,1758,6.4788,Eurasian sparrowhawk,11282.38,497
Accipiter novaehollandiae,Accipitridae,Accipitriformes,326.06,1807067.3,1788,5.9071,Grey goshawk,846.09,48
Accipiter ovampensis,Accipitridae,Accipitriformes,195.0,7295779.86,1875,6.1312,Ovambo sparrowhawk,148.97,25
Accipiter poliocephalus,Accipitridae,Accipitriformes,214.76,671500.51,1858,6.3388,Grey-headed goshawk,109.36,24
Accipiter poliogaster,Accipitridae,Accipitriformes,315.0,7203530.62,1824,5.9415,Grey-bellied hawk,136.01,58
Accipiter rhodogaster,Accipitridae,Accipitriformes,172.71,146036.85,1862,5.7937,Vinous-breasted sparrowhawk,103.92,23
Accipiter rufitorques,Accipitridae,Accipitriformes,209.0,17581.12,1848,6.89,Fiji goshawk,221.32,28
Accipiter rufiventris,Accipitridae,Accipitriformes,198.0,756057.21,1830,6.0094,Rufous-breasted sparrowhawk,149.79,39
Accipiter soloensis,Accipitridae,Accipitriformes,164.77,2375886.74,1821,6.3715,Chinese sparrowhawk,498.93,71
Accipiter striatus,Accipitridae,Accipitriformes,130.59,16375303.87,1808,6.5904,Sharp-shinned hawk,7755.25,197
Accipiter superciliosus,Accipitridae,Accipitriformes,96.38,8560355.56,1766,6.6835,Tiny hawk,488.75,58
Accipiter trinotatus,Accipitridae,Accipitriformes,146.0,120238.86,1850,6.7346,Spot-tailed sparrowhawk,144.19,24
Accipiter trivirgatus,Accipitridae,Accipitriformes,265.04,3366430.69,1824,6.1247,Crested goshawk,963.32,69
Aceros nipalensis,Bucerotidae,Bucerotiformes,2385.0,284350.69,1829,6.5152,Rufous-necked hornbill,533.08,79
Achaetops pycnopygius,Macrosphenidae,Passeriformes,28.3,423641.18,1853,5.4618,,,24
Acridotheres albocinctus,Sturnidae,Passeriformes,98.9,328212.57,1875,5.5608,Collared myna,131.78,45
Acridotheres cinereus,Sturnidae,Passeriformes,98.9,20065.88,1850,5.2616,Pale-bellied myna,140.2,59
Acridotheres cristatellus,Sturnidae,Passeriformes,116.31,3073262.93,1758,5.8264,Crested myna,1152.63,151
Acridotheres fuscus,Sturnidae,Passeriformes,82.8,2411128.95,1827,5.1548,Jungle myna,819.38,84
Acridotheres ginginianus,Sturnidae,Passeriformes,72.0,1641344.88,1790,6.0886,Bank myna,591.73,61
Acridotheres grandis,Sturnidae,Passeriformes,98.91,1707140.6,1858,5.8911,Great myna,406.37,46
Acridotheres javanicus,Sturnidae,Passeriformes,93.5,130826.23,1851,6.0293,Javan myna,1134.74,88
Acridotheres tristis,Sturnidae,Passeriformes,116.43,8561587.67,1766,5.9384,Common myna,15149.46,697
Acritillas indica,Pycnonotidae,Passeriformes,30.6,219041.39,1839,5.7818,Yellow-browed bulbul,285.46,15
Acrobatornis fonsecai,Furnariidae,Passeriformes,13.7,3689.54,1996,4.9775,Pink-legged graveteiro,31.43,42
Acrocephalus aequinoctialis,Acrocephalidae,Passeriformes,25.0,229.11,1790,5.2714,,,21
Acrocephalus agricola,Acrocephalidae,Passeriformes,9.6,6560153.7,1845,5.2607,Paddyfield warbler,253.23,60
Acrocephalus arundinaceus,Acrocephalidae,Passeriformes,30.0,9336953.31,1758,4.6271,Great reed warbler,1079.31,286
Acrocephalus atyphus,Acrocephalidae,Passeriformes,30.0,611.16,1919,4.4973,Tuamotu reed warbler,40.73,24
Acrocephalus bistrigiceps,Acrocephalidae,Passeriformes,8.67,4170337.09,1860,5.3671,Black-browed reed warbler,128.82,41
Acrocephalus brevipennis,Acrocephalidae,Passeriformes,16.0,1324.46,1866,5.3278,Cape Verde warbler,102.86,29
Acrocephalus caffer,Acrocephalidae,Passeriformes,43.8,266.98,1786,4.8487,Tahiti reed warbler,57.97,56
Acrocephalus concinens,Acrocephalidae,Passeriformes,8.3,2146677.25,1870,4.7847,Blunt-winged warbler,55.32,31
Acrocephalus dumetorum,Acrocephalidae,Passeriformes,11.2,5747941.28,1849,5.6367,Blyth's reed warbler,623.17,102
Acrocephalus familiaris,Acrocephalidae,Passeriformes,18.3,1.55,1892,4.8649,,,41
Acrocephalus gracilirostris,Acrocephalidae,Passeriformes,14.4,4809980.0,1864,5.1025,Lesser swamp warbler,72.59,27
Acrocephalus griseldis,Acrocephalidae,Passeriformes,16.7,105982.42,1891,5.1287,Basra reed warbler,138.31,54
Acrocephalus hiwae,Acrocephalidae,Passeriformes,35.6,134.91,1942,4.3363,Saipan reed warbler,67.28,61
Acrocephalus melanopogon,Acrocephalidae,Passeriformes,10.9,2304218.81,1823,6.0251,Moustached warbler,298.27,96
Acrocephalus mendanae,Acrocephalidae,Passeriformes,36.3,593.47,1883,4.9209,Southern Marquesan reed warbler,41.33,27
Acrocephalus newtoni,Acrocephalidae,Passeriformes,17.0,591120.51,1863,4.8536,Madagascar swamp warbler,21.88,26
Acrocephalus orientalis,Acrocephalidae,Passeriformes,23.5,5305557.13,1847,4.8364,Oriental reed warbler,203.17,81
Acrocephalus orinus,Acrocephalidae,Passeriformes,24.2,15471.91,1905,4.3413,Large-billed reed warbler,133.76,32
Acrocephalus paludicola,Acrocephalidae,Passeriformes,11.6,182586.45,1817,5.143,Aquatic warbler,351.84,110
Acrocephalus palustris,Acrocephalidae,Passeriformes,11.5,5996672.74,1798,4.8942,Marsh warbler,697.92,130
Acrocephalus percernis,Acrocephalidae,Passeriformes,31.2,478.41,1919,5.0274,Northern Marquesan reed warbler,39.06,19
Acrocephalus rimitarae,Acrocephalidae,Passeriformes,26.5,6.84,1929,4.9199,Rimatara reed warbler,36.55,55
Acrocephalus rodericanus,Acrocephalidae,Passeriformes,11.8,2.73,1865,5.2444,Rodrigues warbler,101.57,20
Acrocephalus rufescens,Acrocephalidae,Passeriformes,22.72,1400095.07,1877,4.9504,Greater swamp warbler,45.62,27
Acrocephalus schoenobaenus,Acrocephalidae,Passeriformes,11.83,11967937.01,1758,5.1266,Sedge warbler,1545.11,155
Acrocephalus sechellensis,Acrocephalidae,Passeriformes,15.87,1.59,1877,5.4191,Seychelles warbler,184.84,122
Acrocephalus syrinx,Acrocephalidae,Passeriformes,34.0,562.18,1833,4.6965,Caroline reed warbler,30.84,21
Acrocephalus taiti,Acrocephalidae,Passeriformes,24.25,44.55,1913,5.0742,Henderson reed warbler,105.17,29
Acrocephalus tangorum,Acrocephalidae,Passeriformes,8.0,753054.77,1912,5.2169,Manchurian reed warbler,60.77,39
Acrocephalus vaughani,Acrocephalidae,Passeriformes,24.37,4.8,1900,4.9286,Pitcairn reed warbler,170.38,33
Acropternis orthonyx,Rhinocryptidae,Passeriformes,89.86,112912.0,1843,6.12,Ocellated tapaculo,71.53,33
Acryllium vulturinum,Numididae,Galliformes,1330.0,1226666.24,1834,6.6958,Vulturine guinea fowl,1441.62,70
Actenoides concretus,Alcedinidae,Coraciiformes,73.47,1024430.32,1825,7.3666,Rufous-collared kingfisher,155.98,29
Actenoides hombroni,Alcedinidae,Coraciiformes,117.0,24714.25,1850,6.842,Blue-capped kingfisher,68.54,36
Actenoides lindsayi,Alcedinidae,Coraciiformes,92.84,106620.85,1831,7.2308,Spotted wood kingfisher,190.32,37
Actinodura egertoni,Leiotrichidae,Passeriformes,36.0,262348.96,1836,6.0896,Rusty-fronted barwing,65.62,30
Actinodura sodangorum,Leiotrichidae,Passeriformes,38.4,10456.81,1998,5.6636,Black-crowned barwing,59.33,26
Actitis hypoleucos,Scolopacidae,Charadriiformes,48.0,25847437.41,1758,6.029,Common sandpiper,2034.39,250
Actitis macularius,Scolopacidae,Charadriiformes,40.4,13627000.39,1766,5.6705,Spotted sandpiper,1117.75,146
Actophilornis africanus,Jacanidae,Charadriiformes,189.09,16988448.66,1789,5.9193,African jacana,1490.33,55
Actophilornis albinucha,Jacanidae,Charadriiformes,239.0,113054.99,1832,6.0438,Madagascar jacana,75.48,23
Adelomyia melanogenys,Trochilidae,Caprimulgiformes,4.93,620219.31,1840,7.1152,Speckled hummingbird,105.22,58
Aechmophorus clarkii,Podicipedidae,Podicipediformes,1090.93,3589069.35,1858,5.4629,Clark's grebe,675.33,97
Aechmophorus occidentalis,Podicipedidae,Podicipediformes,1136.95,4866227.6,1858,6.183,Western grebe,1387.16,145
Aegithalos caudatus,Aegithalidae,Passeriformes,8.6,18247301.19,1758,7.3038,Long-tailed tit,6900.19,204
Aegithalos fuliginosus,Aegithalidae,Passeriformes,5.65,216742.87,1869,6.7914,Sooty bushtit,55.11,39
Aegithalos glaucogularis,Aegithalidae,Passeriformes,8.6,1794376.61,1855,7.0922,Silver-throated bushtit,140.0,44
Aegithalos leucogenys,Aegithalidae,Passeriformes,6.7,171568.74,1854,6.2935,White-cheeked bushtit,74.05,32
Aegithalos niveogularis,Aegithalidae,Passeriformes,7.8,180594.85,1855,6.1885,White-throated bushtit,64.46,32
Aegithina lafresnayei,Aegithinidae,Passeriformes,11.96,1675913.71,1844,6.2744,Great iora,58.71,22
Aegithina nigrolutea,Aegithinidae,Passeriformes,11.83,714297.74,1876,5.8736,Marshall's iora,116.19,20
Aegithina tiphia,Aegithinidae,Passeriformes,12.0,6356008.52,1758,6.3782,Common iora,863.71,46
Aegithina viridissima,Aegithinidae,Passeriformes,13.4,1109607.12,1850,6.0161,Green iora,109.05,26
Aegolius acadicus,Strigidae,Strigiformes,100.69,5712891.95,1788,7.8192,Northern saw-whet owl,4815.0,202
Aegolius funereus,Strigidae,Strigiformes,137.18,23596074.83,1758,7.0469,Boreal owl,2811.59,304
Aegolius harrisii,Strigidae,Strigiformes,120.0,1098550.77,1849,7.3259,Buff-fronted owl,180.47,80
Aegolius ridgwayi,Strigidae,Strigiformes,80.0,43992.75,1905,7.1265,Unspotted saw-whet owl,178.79,56
Aegotheles albertisi,Aegothelidae,Caprimulgiformes,35.2,95188.1,1874,6.1622,Mountain owlet-nightjar,47.85,25
Aegotheles crinifrons,Aegothelidae,Caprimulgiformes,136.0,20463.32,1850,5.7452,Moluccan owlet-nightjar,35.4,21
Aegotheles cristatus,Aegothelidae,Caprimulgiformes,42.78,7702773.06,1790,5.8403,Australian owlet-nightjar,470.84,37
Aegotheles insignis,Aegothelidae,Caprimulgiformes,78.5,168011.22,1876,5.9928,Feline owlet-nightjar,70.14,22
Aegotheles tatei,Aegothelidae,Caprimulgiformes,52.0,3664.11,1941,5.9353,Starry owlet-nightjar,49.39,26
Aegotheles wallacii,Aegothelidae,Caprimulgiformes,50.73,40086.3,1859,5.4547,Wallace's owlet-nightjar,44.33,24
Aegypius monachus,Accipitridae,Accipitriformes,9320.55,7718571.19,1766,6.2966,Cinereous vulture,5512.49,400
Aepypodius arfakianus,Megapodiidae,Galliformes,1463.8,193721.04,1877,4.9266,Wattled brushturkey,302.57,31
Aepypodius bruijnii,Megapodiidae,Galliformes,192.0,839.38,1880,4.1902,Waigeo brushturkey,270.16,24
Aerodramus bartschi,Apodidae,Caprimulgiformes,7.4,692.22,1909,4.7727,Mariana swiftlet,215.79,41
Aerodramus brevirostris,Apodidae,Caprimulgiformes,13.42,2186701.77,1840,5.0503,Himalayan swiftlet,162.82,36
Aerodramus elaphrus,Apodidae,Caprimulgiformes,10.7,205.22,1906,4.5814,Seychelles swiftlet,77.51,26
Aerodramus francicus,Apodidae,Caprimulgiformes,8.9,4418.34,1789,4.8236,Mascarene swiftlet,88.51,30
Aerodramus hirundinaceus,Apodidae,Caprimulgiformes,10.1,583622.07,1914,5.7588,Mountain swiftlet,38.54,17
Aerodramus inquietus,Apodidae,Caprimulgiformes,11.0,543.53,1858,4.7728,Caroline swiftlet,15.16,19
Aerodramus maximus,Apodidae,Caprimulgiformes,17.0,1057235.0,1878,5.0711,Black-nest swiftlet,264.59,38
Aerodramus mearnsi,Apodidae,Caprimulgiformes,11.3,254011.61,1912,5.1054,Philippine swiftlet,86.28,22
Aerodramus pelewensis,Apodidae,Caprimulgiformes,13.35,454.45,1935,4.3583,Palau swiftlet,38.12,16
Aerodramus salangana,Apodidae,Caprimulgiformes,11.3,483061.54,1848,4.7782,Mossy-nest swiftlet,61.4,20
Aerodramus sawtelli,Apodidae,Caprimulgiformes,8.6,26.52,1974,4.5474,Atiu swiftlet,87.72,23
Aerodramus spodiopygius,Apodidae,Caprimulgiformes,8.03,136466.16,1849,5.5341,White-rumped swiftlet,93.89,36
Aerodramus terraereginae,Apodidae,Caprimulgiformes,12.0,85667.06,1875,5.4019,Australian swiftlet,137.28,23
Aerodramus unicolor,Apodidae,Caprimulgiformes,11.0,248834.49,1840,5.2841,Indian swiftlet,570.52,27
Aerodramus vulcanorum,Apodidae,Caprimulgiformes,13.42,7990.54,1926,4.2657,Volcano swiftlet,77.84,23
Aeronautes andecolus,Apodidae,Caprimulgiformes,17.6,891310.57,1837,6.1639,Andean swift,60.72,23
Aeronautes montivagus,Apodidae,Caprimulgiformes,20.14,842701.64,1837,5.5117,White-tipped swift,46.8,25
Aeronautes saxatalis,Apodidae,Caprimulgiformes,32.1,4096268.29,1853,5.5512,White-throated swift,803.19,98
Aethia cristatella,Alcidae,Charadriiformes,259.36,479141.29,1769,5.785,Crested auklet,843.85,93
Aethia psittacula,Alcidae,Charadriiformes,269.98,400570.42,1769,5.4758,Parakeet auklet,430.37,44
Aethia pusilla,Alcidae,Charadriiformes,83.99,65157.07,1811,5.401,Least auklet,389.37,34
Aethia pygmaea,Alcidae,Charadriiformes,112.0,128454.73,1789,6.1309,Whiskered auklet,245.09,26
Aethopyga bella,Nectariniidae,Passeriformes,4.0,273279.54,1877,6.3965,Handsome sunbird,67.84,14
Aethopyga duyvenbodei,Nectariniidae,Passeriformes,6.03,556.53,1871,6.2377,Elegant sunbird,64.95,24
Aethopyga eximia,Nectariniidae,Passeriformes,5.2,6820.94,1821,6.2726,White-flanked sunbird,39.26,19
Aethopyga flagrans,Nectariniidae,Passeriformes,6.7,103535.95,1876,6.4784,Flaming sunbird,61.09,19
Aethopyga gouldiae,Nectariniidae,Passeriformes,5.0,3562401.81,1831,6.9253,Mrs. Gould's sunbird,264.53,33
Aethopyga guimarasensis,Nectariniidae,Passeriformes,6.7,24940.16,1890,6.3059,Maroon-naped sunbird,40.5,14
Aethopyga ignicauda,Nectariniidae,Passeriformes,8.2,586253.74,1836,7.2016,Fire-tailed sunbird,211.35,25
Aethopyga linaraborae,Nectariniidae,Passeriformes,7.2,2030.38,1997,6.7696,Lina's sunbird,56.62,18
Aethopyga magnifica,Nectariniidae,Passeriformes,9.3,30862.98,1876,5.9177,Magnificent sunbird,87.63,14
Aethopyga mystacalis,Nectariniidae,Passeriformes,6.0,125331.13,1822,6.2879,Javan sunbird,68.92,14
Aethopyga nipalensis,Nectariniidae,Passeriformes,6.9,1011015.38,1836,6.6115,Green-tailed sunbird,162.23,23
Aethopyga primigenia,Nectariniidae,Passeriformes,7.0,12041.0,1941,5.6537,Grey-hooded sunbird,40.41,21
Aethopyga saturata,Nectariniidae,Passeriformes,5.3,1679748.82,1836,6.5534,Black-throated sunbird,113.51,26
Aethopyga shelleyi,Nectariniidae,Passeriformes,4.0,13152.41,1876,6.6419,Lovely sunbird,59.87,12
Aethopyga siparaja,Nectariniidae,Passeriformes,6.7,4911554.19,1822,6.1496,Crimson sunbird,901.7,36
Aethopyga temminckii,Nectariniidae,Passeriformes,6.0,593269.15,1843,7.3925,Temminck's sunbird,71.67,16
Aethopyga vigorsii,Nectariniidae,Passeriformes,6.7,177886.52,1832,6.1316,Vigors's sunbird,199.06,15
Afropavo congensis,Phasianidae,Galliformes,1273.65,697505.34,1936,6.5637,Congo peafowl,4400.77,32
Afrotis afra,Otididae,Otidiformes,689.99,173167.3,1758,5.8104,Southern black korhaan,207.85,18
Afrotis afraoides,Otididae,Otidiformes,745.0,1934353.37,1831,5.0193,Northern black korhaan,288.72,15
Agamia agami,Ardeidae,Pelecaniformes,566.99,7840247.37,1789,6.6795,Agami heron,556.61,88
Agapornis canus,Psittacidae,Psittaciformes,30.0,412852.04,1788,6.5047,Grey-headed lovebird,597.89,54
Agapornis fischeri,Psittacidae,Psittaciformes,48.3,133888.77,1887,7.2844,Fischer's lovebird,3485.03,130
Agapornis lilianae,Psittacidae,Psittaciformes,37.3,211312.18,1894,7.6717,Lilian's lovebird,744.22,62
Agapornis nigrigenis,Psittacidae,Psittaciformes,40.5,14343.6,1906,7.0441,Black-cheeked lovebird,616.25,53
Agapornis personatus,Psittacidae,Psittaciformes,52.38,203564.0,1887,7.6105,Yellow-collared lovebird,1589.98,106
Agapornis pullarius,Psittacidae,Psittaciformes,39.3,2650780.74,1758,7.6092,Red-headed lovebird,525.43,34
Agapornis roseicollis,Psittacidae,Psittaciformes,53.83,455619.05,1818,7.0079,Rosy-faced lovebird,4439.53,200
Agapornis swindernianus,Psittacidae,Psittaciformes,39.98,1494870.12,1820,6.2237,Black-collared lovebird,634.47,17
Agapornis taranta,Psittacidae,Psittaciformes,57.48,407732.6,1814,6.3645,Black-winged lovebird,709.94,41
Agelaioides badius,Icteridae,Passeriformes,45.25,3734880.19,1819,5.5831,Grayish baywing,91.02,78
Agelaioides fringillarius,Icteridae,Passeriformes,45.25,1017510.61,1824,4.7448,Pale baywing,32.12,19
Agelaius assimilis,Icteridae,Passeriformes,47.68,4077.17,1850,6.33,Red-shouldered blackbird,202.05,16
Agelaius humeralis,Icteridae,Passeriformes,36.29,110595.49,1827,5.623,Tawny-shouldered blackbird,137.88,20
Agelaius phoeniceus,Icteridae,Passeriformes,50.78,13703226.95,1766,6.0636,Red-winged blackbird,17944.55,409
Agelaius tricolor,Icteridae,Passeriformes,57.92,113509.64,1837,5.2442,Tricolored blackbird,690.07,122
Agelaius xanthomus,Icteridae,Passeriformes,38.4,261.5,1862,6.5246,Yellow-shouldered blackbird,567.79,37
Agelastes niger,Numididae,Galliformes,699.99,764292.38,1857,4.5242,Black guinea fowl,288.75,19
Agelasticus cyanopus,Icteridae,Passeriformes,37.21,2871356.08,1819,5.5118,Unicolored blackbird,96.32,41
Agelasticus thilius,Icteridae,Passeriformes,31.5,2226093.79,1782,6.1237,Yellow-winged blackbird,731.12,42
Agelasticus xanthophthalmus,Icteridae,Passeriformes,45.1,9690.53,1969,5.5619,Pale-eyed blackbird,118.12,32
Aglaeactis aliciae,Trochilidae,Caprimulgiformes,7.0,182.72,1896,5.3208,Purple-backed sunbeam,64.2,26
Aglaeactis castelnaudii,Trochilidae,Caprimulgiformes,6.7,23294.94,1848,6.764,White-tufted sunbeam,55.09,29
Aglaeactis cupripennis,Trochilidae,Caprimulgiformes,7.6,224852.99,1843,7.1072,Shining sunbeam,118.12,52
Aglaeactis pamela,Trochilidae,Caprimulgiformes,5.5,16558.41,1838,6.8986,Black-hooded sunbeam,63.02,22
Aglaiocercus berlepschi,Trochilidae,Caprimulgiformes,4.97,4153.76,1898,6.9263,Venezuelan sylph,69.26,18
Aglaiocercus coelestis,Trochilidae,Caprimulgiformes,5.61,28060.09,1861,6.9761,Violet-tailed sylph,226.43,27
Aglaiocercus kingii,Trochilidae,Caprimulgiformes,4.84,267748.93,1832,7.4466,Long-tailed sylph,299.27,35
Agraphospiza rubescens,Fringillidae,Passeriformes,19.0,982321.05,1872,5.2632,Blanford's rosefinch,113.84,15
Agricola infuscatus,Muscicapidae,Passeriformes,32.4,1446786.72,1839,5.3338,Chat flycatcher,58.54,6
Agricola pallidus,Muscicapidae,Passeriformes,23.6,9110671.42,1851,5.1712,Pale flycatcher,73.28,7
Agriornis albicauda,Tyrannidae,Passeriformes,53.0,579914.07,1863,4.9177,White-tailed shrike-tyrant,28.12,36
Agriornis lividus,Tyrannidae,Passeriformes,99.1,592911.81,1835,5.5232,Great shrike-tyrant,73.81,17
Agriornis micropterus,Tyrannidae,Passeriformes,67.79,1049872.73,1839,5.0199,Grey-bellied shrike-tyrant,23.0,26
Agriornis montanus,Tyrannidae,Passeriformes,63.3,2168659.57,1837,4.6684,Black-billed shrike-tyrant,47.49,21
Agriornis murinus,Tyrannidae,Passeriformes,29.9,653171.66,1837,4.9695,Lesser shrike-tyrant,25.65,19
Agropsar philippensis,Sturnidae,Passeriformes,28.8,204502.7,1781,6.0595,Chestnut-cheeked starling,136.27,26
Agropsar sturninus,Sturnidae,Passeriformes,49.4,3280985.0,1776,5.9105,Daurian starling,208.51,26
Ailuroedus crassirostris,Ptilonorhynchidae,Passeriformes,205.32,208835.98,1815,6.1974,Green catbird,706.94,16
Aimophila notosticta,Passerellidae,Passeriformes,27.1,29968.21,1868,5.2135,Oaxaca sparrow,42.93,38
Aimophila rufescens,Passerellidae,Passeriformes,34.3,616683.25,1827,5.8385,Rusty sparrow,55.2,21
Aimophila ruficeps,Passerellidae,Passeriformes,18.69,1184786.97,1852,5.836,Rufous-crowned sparrow,571.81,97
Aix galericulata,Anatidae,Anseriformes,567.04,1904941.91,1758,6.5613,Mandarin duck,15506.96,240
Aix sponsa,Anatidae,Anseriformes,657.59,6191757.66,1758,6.7736,Wood duck,10622.02,297
Akletos goeldii,Thamnophilidae,Passeriformes,42.0,342175.6,1908,5.4582,Goeldi's antbird,27.2,14
Akletos melanoceps,Thamnophilidae,Passeriformes,38.5,1321301.01,1858,6.3121,White-shouldered antbird,24.5,10
Alaemon alaudipes,Alaudidae,Passeriformes,43.72,10471834.07,1789,4.5785,Greater hoopoe-lark,327.19,27
Alaemon hamertoni,Alaudidae,Passeriformes,43.7,160427.89,1905,4.6403,Lesser hoopoe-lark,42.24,12
Alauda arvensis,Alaudidae,Passeriformes,37.31,26018285.25,1758,5.1405,Eurasian skylark,5811.02,338
Alauda gulgula,Alaudidae,Passeriformes,26.3,11895680.09,1831,5.1024,Oriental skylark,336.39,40
Alauda leucoptera,Alaudidae,Passeriformes,45.3,2978169.83,1811,4.7483,White-winged lark,122.57,17
Alauda razae,Alaudidae,Passeriformes,21.9,1.92,1898,4.1981,Raso lark,188.7,26
Alaudala raytal,Alaudidae,Passeriformes,18.49,1260034.4,1845,5.3491,Sand lark,102.0,9
Alaudala somalica,Alaudidae,Passeriformes,24.1,203115.48,1895,4.6981,Somali short-toed lark,29.87,7
Alca torda,Alcidae,Charadriiformes,725.99,1228730.51,1758,6.5791,,,221
Alcedo atthis,Alcedinidae,Coraciiformes,31.09,24992154.31,1758,7.315,Common kingfisher,11458.61,315
Alcedo coerulescens,Alcedinidae,Coraciiformes,34.9,218566.25,1818,7.783,Cerulean kingfisher,374.72,18
Alcedo hercules,Alcedinidae,Coraciiformes,62.5,698178.98,1917,7.6465,Blyth's kingfisher,329.02,32
Alcedo meninting,Alcedinidae,Coraciiformes,20.42,3655192.84,1821,7.3936,Blue-eared kingfisher,632.79,23
Alcedo quadribrachys,Alcedinidae,Coraciiformes,34.9,4674328.28,1850,7.6369,Shining-blue kingfisher,161.94,22
Alcedo semitorquata,Alcedinidae,Coraciiformes,47.32,3463736.2,1823,7.7034,Half-collared kingfisher,206.24,27
Alcippe brunneicauda,Leiotrichidae,Passeriformes,14.3,764716.7,1879,4.774,Brown fulvetta,46.34,28
Alcippe grotei,Leiotrichidae,Passeriformes,14.3,231045.61,1936,5.1072,Black-browed fulvetta,30.91,11
Alcippe nipalensis,Leiotrichidae,Passeriformes,15.8,350859.19,1837,5.8879,Nepal fulvetta,45.08,17
Alcippe peracensis,Leiotrichidae,Passeriformes,14.3,148125.11,1887,6.1226,Mountain fulvetta,35.85,14
Alcippe poioicephala,Leiotrichidae,Passeriformes,20.7,2023970.47,1844,4.8067,Brown-cheeked fulvetta,168.7,21
Alcippe pyrrhoptera,Leiotrichidae,Passeriformes,16.3,24849.19,1850,5.0398,Javan fulvetta,31.12,10
Alcurus striatus,Pycnonotidae,Passeriformes,51.96,1082921.86,1842,6.3745,Striated bulbul,84.92,5
Aleadryas rufinucha,Oreoicidae,Passeriformes,40.5,150684.68,1874,5.4735,Rufous-naped bellbird,43.38,14
Alectoris barbara,Phasianidae,Galliformes,416.33,1360209.0,1790,5.5927,Barbary partridge,600.38,119
